ID,P.Value
ZFAND1,3.510900270278855e-5
PA2G4,3.5343665542852475e-5
THADA,3.582091451189226e-5
TP53INP1,3.589892483815911e-5
ACADVL,3.602569487664755e-5
PTPN12,3.60556102680942e-5
PDK2,3.627967493680589e-5
VSIG10,3.637924308452285e-5
ARHGEF18,3.655615362842788e-5
FASN,3.665161444914587e-5
RLIM,3.677295470084323e-5
CCT7,3.6825627641625834e-5
ALG8,3.718109683308383e-5
CMBL,3.725818076085817e-5
PLS3,3.7513899257812974e-5
IQGAP2,3.78783805617892e-5
FAM83D,3.859457181908842e-5
MRPS17,3.860514733255386e-5
ATRIP,3.8702901200281355e-5
CAMSAP1,3.892244168334886e-5
AATF,3.9164772042277534e-5
RANGAP1,3.9226221353306134e-5
CALML4,3.938600980868494e-5
"NAA60",3.976067482222768e-5
MOB3A,3.9963451280282644e-5
RCL1,3.997067178664857e-5
TMEM63B,4.005105116116692e-5
AP5M1,4.008370248471993e-5
FLNB,4.0136249125625826e-5
OTUD7B,4.01541479392384e-5
AP5B1,4.026431741704104e-5
GNG12,4.031192662650217e-5
DSC2,4.040671796173904e-5
SIAE,4.043354956593568e-5
TXNIP,4.049902431382053e-5
SHROOM3,4.050120670949125e-5
AGTPBP1,4.052021520822142e-5
TXN2,4.0736773731217426e-5
MDC1,4.076371825696452e-5
TP53RK,4.0895401161154135e-5
NUP93,4.094443431938359e-5
FEZ2,4.111482962131945e-5
TOMM5,4.1118992462974435e-5
GNPTAB,4.114222279875248e-5
ZBTB22,4.119593389931633e-5
DENND1C,4.129208399808817e-5
PLXNA2,4.144418773583199e-5
PSMC2,4.1901429994958935e-5
MEMO1,4.194565164745149e-5
DHCR7,4.2069440007496096e-5
POLR1B,4.22794953597077e-5
NUP35,4.276893211563512e-5
POLR1C,4.300310419745871e-5
NUP205,4.304346370556633e-5
TCEB1,4.3071196303901047e-5
CDC25B,4.320663215719327e-5
AUH,4.3573518091486214e-5
HLCS,4.361381634883499e-5
BCL2L11,4.36606750972149e-5
FAM203A,4.3821769664009486e-5
SLC7A1,4.391736248131893e-5
BSG,4.4019863400353545e-5
VPS37B,4.438585809126072e-5
TMCO1,4.441366542272386e-5
SLC4A2,4.445206022705519e-5
FAM84B,4.446182415353806e-5
HSPD1,4.448689508451178e-5
DGKA,4.4530291816404376e-5
PIEZO1,4.4655873434957646e-5
MPP5,4.475620192989476e-5
PHF19,4.491744709225128e-5
BCAT2,4.530229951627415e-5
ITGA2,4.540361625106877e-5
TIMELESS,4.577890499732829e-5
LRRK1,4.584254204855666e-5
TRAK2,4.5934286849316345e-5
KPNA2,4.593532095909419e-5
CKAP5,4.6095624433021585e-5
SRI,4.638935030495963e-5
ULK3,4.653308419279922e-5
MRP63,4.671929137217377e-5
CCT2,4.712215585720076e-5
MEST,4.717803012133008e-5
MMP14,4.726406059377737e-5
TIMP1,4.727209791080395e-5
CAMTA2,4.737192121020101e-5
ACAT1,4.7558984056764366e-5
ZSWIM6,4.788750877338617e-5
GNPDA1,4.797104984325465e-5
MYC,4.802689917749559e-5
ABHD5,4.8224004881343726e-5
KIAA0141,4.834420818969909e-5
CUL4A,4.856842937265102e-5
TMEM19,4.899831778139816e-5
ATP6V1D,4.9491526512395915e-5
ZNF768,4.958765820504336e-5
SCP2,4.9913334666509025e-5
RXRA,5.0057295966747094e-5
NDUFA1,5.011766612883838e-5
MED18,5.058404837000379e-5
AP3M2,5.06463076606795e-5
FRZB,5.0853936485904593e-5
AZIN1,5.139673130005377e-5
SDF4,5.1602998292076084e-5
TMEM9B,5.180222420229292e-5
PTPN18,5.2253473511664356e-5
ADAM17,5.227993445309449e-5
DOCK6,5.2624289221833294e-5
FLII,5.264538328338484e-5
UBAC1,5.2830379924610266e-5
FAM219B,5.2945825256326006e-5
TMEM54,5.332106824173095e-5
DDX47,5.3327779725556595e-5
OPTN,5.336196913993246e-5
ACBD6,5.427874313337358e-5
SYTL2,5.460075300148289e-5
WDR74,5.479890720671318e-5
DPCD,5.48608686177352e-5
DDX19A,5.491096458268574e-5
NDUFB1,5.493768905062264e-5
LGALS2,5.50198962967137e-5
RNF185,5.512273982236295e-5
NTAN1,5.537976238885643e-5
KLF3,5.572203737884386e-5
FN3K,5.581494935366941e-5
TBC1D12,5.602246503653722e-5
MBP,5.603785220514132e-5
DSN1,5.6106212477423976e-5
SFXN1,5.623893619371176e-5
TPD52L1,5.6429055301334426e-5
AGFG2,5.665972102945897e-5
LOC388796,5.6968930932575345e-5
TSTA3,5.725061607349615e-5
SH3BGRL2,5.744225677800914e-5
NONO,5.757870046342668e-5
SLC19A2,5.7880968777082963e-5
NIP7,5.809677200425686e-5
SNAP29,5.8232171221212285e-5
LTV1,5.855556908641092e-5
UHRF1BP1,5.8577020081806665e-5
APOBEC3C,5.859561788892124e-5
IGSF3,5.888368613668424e-5
SEPP1,5.911563994769136e-5
RAD51AP1,5.949161234967625e-5
FLT1,5.9622628488574876e-5
CDH11,5.974033706712588e-5
CHMP2A,5.989906430268928e-5
ASB7,5.997378372499743e-5
RFWD3,6.034717819975401e-5
F2R,6.0589113830423635e-5
KLF9,6.065679487507685e-5
NR2F6,6.0885075274355485e-5
WDR4,6.123454957628772e-5
SCLY,6.124525165971921e-5
PANK3,6.174414503021098e-5
PJA2,6.182394473361799e-5
"NAA16",6.20158890144212e-5
PUS3,6.210682804147625e-5
TNC,6.212590864305615e-5
TRAF5,6.219581498406383e-5
DENND1B,6.258491259981898e-5
TMEM97,6.260805818350911e-5
PPIA,6.267083916051607e-5
SPIN4,6.290252179281142e-5
BAD,6.309105772100503e-5
ATP2B1,6.311073726462021e-5
SH2B1,6.321034083067319e-5
KDM4A,6.380837827359659e-5
LYAR,6.382482326472536e-5
MARCKS,6.400526298892081e-5
NUMB,6.44038606440675e-5
SRPRB,6.47667302797411e-5
HTRA3,6.504210852876522e-5
PPM1B,6.513266774316473e-5
RFC4,6.526412082941469e-5
DNMT1,6.563663330643937e-5
UCHL3,6.571062781428532e-5
TTC38,6.57969272634164e-5
MLX,6.587133194997488e-5
ZNF74,6.60230511666309e-5
TKT,6.602769862264885e-5
NCAPD3,6.62975742294202e-5
TRMT112,6.644356173185401e-5
MCM3,6.651957164515303e-5
PYCR1,6.675661657126705e-5
OSBPL11,6.684879907289415e-5
TSPAN1,6.710771140132943e-5
PQLC1,6.726965609742193e-5
SPON2,6.750505941003426e-5
RSL1D1,6.753518305984554e-5
PAICS,6.7676172748587e-5
TCFL5,6.798183290901771e-5
RAD1,6.842188614745308e-5
ZBTB48,6.84989391289945e-5
TGS1,6.879549286893683e-5
BIN2,6.88396141545678e-5
SLC35A4,6.897259526282638e-5
TNFSF10,6.901546131586406e-5
TMA16,6.927913359636563e-5
SP2,6.946362748586357e-5
ZNF784,6.997990058859337e-5
DHX57,7.074168914300412e-5
MRPS23,7.076021162153766e-5
TAPT1,7.169268090851215e-5
RPS6KA1,7.26006111743875e-5
NOM1,7.296468252498152e-5
RHEB,7.347059415543846e-5
NR2C2AP,7.396140293460898e-5
GTF3A,7.406546759923521e-5
HMOX1,7.50541138864487e-5
PRKACB,7.532723930432437e-5
UMPS,7.534058652269084e-5
MRTO4,7.556774347216074e-5
NEDD1,7.586709305578973e-5
AKR7A2,7.592654296221371e-5
TFB1M,7.764935678130575e-5
SFXN3,7.782329673781488e-5
ZNHIT6,7.824270154029717e-5
EXOSC5,7.831372556203817e-5
COX6A1,7.883018731838094e-5
ATAD3A,7.892140350779254e-5
SNRPE,7.927604386746808e-5
POT1,7.957035751409577e-5
COL3A1,7.957887593995577e-5
NOB1,7.985567863343219e-5
CLMN,7.995107787934023e-5
NUDT5,8.048256496918291e-5
PMM1,8.055519969089517e-5
STAP2,8.09620737972357e-5
ABCD4,8.105828507240521e-5
LINC00294,8.125416427423415e-5
SYNJ2BP,8.184206127280682e-5
LMCD1,8.240087903896859e-5
NLE1,8.246791714292436e-5
NDUFS7,8.254737153201476e-5
FOLR2,8.26908462772082e-5
PWWP2B,8.317360988602842e-5
CDC42SE2,8.322893271470501e-5
E2F5,8.329401207198331e-5
NOL8,8.33625732493328e-5
ACLY,8.351760756687561e-5
TRAP1,8.355989008834396e-5
MATN2,8.414208427550873e-5
LEPRE1,8.438677738013708e-5
DHRS1,8.45854707470874e-5
NXT1,8.460134335826993e-5
GIPC1,8.482947557736205e-5
TTC27,8.510869511787935e-5
DLST,8.524717689542027e-5
TAF2,8.571928485202903e-5
LOC100289511,8.57369691006065e-5
PRDX4,8.587484648913345e-5
CBX4,8.606921642126075e-5
RAB8A,8.619255554563421e-5
KLC4,8.677837009774187e-5
RAD52,8.720923261389836e-5
FEN1,8.772114123049291e-5
LGALS3,8.77489405630923e-5
OSBPL1A,8.862880371483716e-5
UBL3,8.876664700174932e-5
TMEM50A,8.899139354480418e-5
HERC3,8.929829909587227e-5
PRIC285,8.930025143912194e-5
UBE3B,9.067848101162786e-5
RUNDC1,9.111493955130787e-5
UBE2T,9.182444345220217e-5
TSHZ1,9.18254088016907e-5
DERL3,9.197757397480997e-5
LGALSL,9.287168971332664e-5
DHX37,9.294674223639581e-5
UTP18,9.325458977943311e-5
FAM21B,9.327734520143523e-5
WIPF2,9.364464038530515e-5
SOX4,9.371147977280857e-5
HEXDC,9.374429352150174e-5
USP19,9.381377707458195e-5
ANXA11,9.45226525500139e-5
TRAPPC10,9.455156467197347e-5
NCF4,9.498610066947337e-5
SUN2,9.500243117108706e-5
ECH1,9.545451355572217e-5
GOLT1B,9.546017360895212e-5
BHLHE40,9.549720132940991e-5
ECE2,9.572060622370902e-5
LMTK2,9.572638292984808e-5
ADRM1,9.584394640376271e-5
TSC22D3,9.63463657711434e-5
AP1B1,9.665063876972438e-5
PANX1,9.679432640737023e-5
ABCD3,9.69163864129829e-5
MAP3K11,9.692854048340428e-5
CD164,9.788143335859481e-5
CHCHD6,9.809447527289576e-5
MT1X,9.84747752100732e-5
EXOSC3,9.886326838236e-5
WDR5B,9.921439676147998e-5
NHEJ1,9.932131779087294e-5
TULP3,9.938905906706685e-5
FLCN,9.949097443137746e-5
CLDN5,9.99368239694934e-5
IMMP2L,1.0019545532973975e-4
SRM,1.0086573507128741e-4
RNASEH2A,1.0086890229942459e-4
TRIM16,1.0091327163241597e-4
ELOVL5,1.010557964393599e-4
KLF6,1.0115127802452032e-4
DDX27,1.0133831596151093e-4
GDF15,0.00010136932383336357
GRB10,1.0199027795852287e-4
LOC100507246,1.0259740633527316e-4
MAOA,1.033846021119117e-4
AKAP11,1.0446368168561696e-4
SMYD2,1.0451385825273809e-4
RRP15,1.054379138069436e-4
VIMP,1.0709766337216882e-4
CBX7,1.0714637052622042e-4
RNF103,1.0743379310187726e-4
SMCHD1,1.0758911231808557e-4
VPS13D,1.0812307635638429e-4
FAM220A,1.0858995509962642e-4
TCTA,1.0872998120492232e-4
KIAA1430,1.0923253818682951e-4
AARS,1.0965877790634699e-4
CHKA,1.0983801023487754e-4
PAOX,1.1041996235005716e-4
ATP2A3,1.1158021435780077e-4
"NAA15",1.1165921712950063e-4
SNHG1,1.124398443296637e-4
PPHLN1,1.1244523360835782e-4
ACADM,1.1254923356281118e-4
GPN2,1.1321090520519439e-4
PTPLAD1,1.1341774628138871e-4
HPRT1,1.1348713511081965e-4
ID2,1.139512656801398e-4
WASL,1.140716472802423e-4
DOLK,1.1435037153020881e-4
NUP155,1.1492581720508973e-4
FPGS,1.1502497223244268e-4
HDHD2,1.1571456550587062e-4
AASDHPPT,1.1637712357449192e-4
HAUS2,1.1643414680160755e-4
G3BP1,1.1644327869842908e-4
VTI1B,1.1667545855341948e-4
NDUFB10,1.1680491226235615e-4
ELTD1,1.1706902730498945e-4
MYO1D,1.176842700937849e-4
HEXIM1,1.1847373518706353e-4
RAB9A,1.1865584042922553e-4
ZW10,1.1892079576759622e-4
CAMK2D,1.1903660508163194e-4
SLC7A6,1.1986137301753873e-4
ADO,1.1994431165160917e-4
HIGD2A,1.20029716474928e-4
SLC24A6,1.2075471070164822e-4
CRAT,1.2095423446567101e-4
VAMP8,1.2126687238983884e-4
PLD1,1.2142221887493737e-4
TMTC4,1.2152390775959677e-4
UBB,1.2185606967687958e-4
TARBP1,1.2281642881809343e-4
FBXW4,1.2310037604413703e-4
SPC25,1.2328641005293801e-4
ASCC3,1.2440807429384054e-4
IER5L,1.2441761625161445e-4
EIF3J,1.2508459205110852e-4
ABR,1.2576136137784025e-4
HYI,1.2576188060662698e-4
NUDT16,1.2577416936570632e-4
NR1H3,0.00012587163028651255
CDK12,1.2599678604467617e-4
PTPN9,1.2634718946707814e-4
PANK4,1.2642749066575515e-4
SIGMAR1,1.2651897713524592e-4
CNPPD1,1.266908346519077e-4
TRIP6,1.270340400257819e-4
EIF2S3,1.2796212248887765e-4
LOC647979,1.2799055810433507e-4
CSNK2A2,1.282096607012445e-4
EMG1,1.2836291498239145e-4
UBE2S,1.2875943200672292e-4
RRP1,1.289508753149573e-4
GOLM1,1.2927454780667345e-4
FXYD3,1.2957170421920382e-4
IL10RA,1.2996280472993285e-4
ELAVL1,1.305343002390012e-4
PPTC7,1.314975235998346e-4
DAB2IP,1.319041142451381e-4
ZNF696,1.31982270760823e-4
ZNRF3,1.3250089466173757e-4
ALG3,1.326221385913223e-4
DESI1,1.3354657935105157e-4
"NAA10",1.3370796113726358e-4
CTDSP1,1.3396384123350868e-4
CDKN1A,1.3415749854432486e-4
NEDD4L,1.3417970133050886e-4
ACTL6A,1.3446613657901814e-4
CSTF3,1.347459064599884e-4
AKAP7,1.3601276121564856e-4
GAK,1.370302046979844e-4
SH3BP1,1.3744630291214152e-4
WDR20,1.3935428584817692e-4
PAFAH1B3,1.3983000714290987e-4
NDUFA2,1.400371543863819e-4
MORC4,1.4170621234830985e-4
ZNF688,1.4214772414205862e-4
ADD1,1.4257565147983396e-4
RABEPK,1.4266326619293476e-4
PPIP5K1,1.4329398335732597e-4
MBD2,1.4337009359269884e-4
LDLRAP1,1.4344051813560207e-4
SPRED2,1.4374240829956566e-4
RRP8,1.4390474146474196e-4
POLR3K,1.4439423753820623e-4
FBXO5,1.4442457085610144e-4
METTL17,1.4479041834446958e-4
MDH1,1.450180861089941e-4
MTMR10,1.4563829047283143e-4
CAPRIN1,1.4587402380314437e-4
ASCC1,1.4651264663480244e-4
MARK2,1.4662182310279202e-4
NR1H2,1.4680835578983835e-4
CHKB,1.473546876727195e-4
FKBP2,1.478289839357798e-4
RAB1B,1.4807348682247142e-4
ATPAF1,1.4830025691746237e-4
CHORDC1,1.4882503284028667e-4
RHBDF2,1.4898196948636978e-4
RBAK,1.5038427023456993e-4
MT2A,1.5171731017074564e-4
PPIL2,1.519664200593936e-4
PRADC1,1.5201459721988394e-4
FAM98C,1.5217600075436845e-4
AHNAK,1.5241949954728607e-4
PLEKHA6,1.5247280955213544e-4
CALM3,1.525249700257293e-4
SMYD3,1.5281743452090049e-4
GPX3,1.5291647449548e-4
HSD17B11,1.5314003514085498e-4
ERGIC2,1.5317334172026284e-4
GSN,1.537005366495063e-4
GNL3L,1.5377065028453565e-4
DDX55,1.5499242092225342e-4
LYRM4,1.5557597535087708e-4
MAF,1.559931298275644e-4
ZNF202,1.5602470555315992e-4
GCSH,1.5661749673274663e-4
BTD,1.570890827385502e-4
RHOC,1.5754219796022337e-4
PPME1,1.5758429890794936e-4
STAU1,1.5767799505696375e-4
ALKBH2,1.5782393291623124e-4
IFT81,1.5877277416426064e-4
ACP2,1.5979085900409798e-4
PAM16,1.598934192810696e-4
SSRP1,1.5998124735210894e-4
HEATR1,1.6066129344860695e-4
TAGLN2,1.6188045410064374e-4
CDK5RAP1,1.6195889124753397e-4
BCL10,1.6199049927353588e-4
FANCI,1.6202987287740315e-4
ZDHHC9,1.621710200239711e-4
RAB5B,1.6261792193020464e-4
RHOG,1.6288151891362905e-4
ZDHHC18,1.6319352230384366e-4
SECISBP2L,1.6367384820063113e-4
PIGW,1.6389739867829202e-4
RSRC1,1.643363920513811e-4
IGLL5,1.6452927081816513e-4
SLC25A22,1.661289322799081e-4
ZNF267,1.6613796566314324e-4
CLPTM1,1.6616487363269118e-4
COX7C,1.6720246653715326e-4
GEMIN6,1.688309350937502e-4
RREB1,1.6952575239425228e-4
ANXA3,1.699955486120328e-4
NTMT1,1.7004986424137383e-4
TRIM3,1.7015115507637267e-4
FAM21A,1.7027277813855472e-4
NEK6,1.7068353933571105e-4
SPIN3,1.718288838768515e-4
TMEM129,0.00017268154298985474
ACAD8,1.7297572380197811e-4
RNF167,1.7313361109929997e-4
MRPS11,1.7322662459742699e-4
STAB1,1.7342362151273152e-4
GPATCH3,1.7380456700728686e-4
CALM2,1.7381616449849407e-4
YAP1,1.7422476310746627e-4
PLSCR4,1.7612390801647707e-4
ZFAND6,1.7671703125236946e-4
DCAF11,1.770973788293617e-4
TCP11L1,1.7714469492583534e-4
SHMT2,1.7741192881743774e-4
GBA,1.7855181814828167e-4
ABCE1,1.785598183744741e-4
TMEM123,1.7935941987089692e-4
EMC8,1.7969683897413772e-4
KCTD20,1.7970565953621666e-4
NOP16,1.7983276714939386e-4
CD37,1.7999181590564644e-4
ALDH1A3,1.8160933490699596e-4
MRPL3,1.8233944967782303e-4
SNRPC,1.8251166061136802e-4
SLC31A2,1.8269796241747276e-4
BCL2L13,1.8300409807388236e-4
FUS,1.8309627720334933e-4
DDX52,1.8315470346349944e-4
COL18A1,1.8334736364969257e-4
KIAA1704,1.8455525474145515e-4
INTS2,1.8531532121115338e-4
MMP15,1.8591400661924492e-4
ITM2B,1.8667416146687035e-4
CD52,1.8676118721769263e-4
AKAP9,1.884860689321168e-4
UBR7,1.890354770481081e-4
KIAA1522,1.9095229273250302e-4
UBQLN4,1.9239986959735018e-4
RPUSD4,1.927665289718845e-4
VRK3,1.934101576541348e-4
CLNS1A,1.9430922955170188e-4
REXO2,1.9449908851458406e-4
MCOLN1,1.9451058033973786e-4
FAM91A1,1.9456724977331562e-4
ABHD15,1.9462463048292724e-4
UBE2C,1.9543897365550627e-4
SAP30,1.9566348414015085e-4
DIRC2,1.961879571875548e-4
FTSJ2,1.962078268286635e-4
ABCC1,1.9629791412050163e-4
NCAPG2,1.9701995799472545e-4
LOC220906,1.9704890335937232e-4
AKIP1,1.971216589451437e-4
ACTR5,1.9722775176857425e-4
ZNF44,1.9926940712143576e-4
ISCU,1.9931959165293562e-4
IPO9,1.995112435176933e-4
LSM5,1.9975034257267826e-4
NCOR1,1.9978718077946322e-4
SLC16A5,2.0056637941291147e-4
MAP2K2,2.0074344080258936e-4
RIPK1,2.0108188725173975e-4
ATP1B3,2.0139708954991511e-4
MYL12B,2.014188068098223e-4
LRP11,2.026158619321982e-4
MAX,2.026963448125209e-4
IER3,2.0300716054649456e-4
DYRK1A,2.0367500375973713e-4
SNX1,2.045034084721072e-4
PXDN,2.045946964945705e-4
OCEL1,2.0486137387729355e-4
CENPQ,2.05215162708039e-4
PTTG1IP,2.0556417823912925e-4
ARID3B,2.0619338101758792e-4
LACTB2,2.0636506999974563e-4
NOP14,2.082281133293265e-4
CD3E,2.095813453819108e-4
CENPO,2.098772179492269e-4
FBXL14,2.100712144473287e-4
SERINC2,2.1021787172716423e-4
GLRX5,2.1056874597369317e-4
DPY19L3,2.1377604960831403e-4
RNPEP,2.1427303805206685e-4
LOC100859930,2.1525547971160773e-4
LSM2,2.1723841731241677e-4
MALSU1,2.1736883801157467e-4
"NAGA",2.1783420469592243e-4
CD276,2.1829710202092207e-4
PHLPP1,2.187476394424155e-4
NUDT22,2.1957604400129398e-4
XRCC5,2.202131091349258e-4
SNRPD2,2.2111726368528338e-4
NBR1,2.2198601568563085e-4
FBXO8,2.2198789568348803e-4
FOXO4,2.236816231739408e-4
ILF3,2.250592512953279e-4
ITFG1,2.2528290581486516e-4
CDK1,2.28220226590009e-4
B3GNT8,2.2828240083144844e-4
SAMD10,2.2846836850578628e-4
CTU2,2.2932694466821428e-4
TRNT1,2.2951713037215623e-4
RAF1,2.298401718494806e-4
DNAJA1,2.303403921447774e-4
AVPI1,2.3267334913882785e-4
WDYHV1,2.327597152454309e-4
DHX34,2.3467320890112672e-4
TFDP1,2.347819426843539e-4
GRN,2.3550306710673854e-4
SNRPF,2.3674765066535147e-4
SLC35A3,2.38495001132872e-4
CRADD,2.388193426218989e-4
CDC123,2.393777586052427e-4
CCNG2,2.4079339499625562e-4
YAE1D1,2.4106569841803244e-4
FNBP1,2.4107650307569843e-4
ARMC7,2.4160605048370042e-4
ABCB1,2.4224097791506922e-4
CEP164,2.4317738004941188e-4
S100A8,2.4355049437190345e-4
ADNP,2.450005860273747e-4
ABCC3,2.4559156546346753e-4
RTEL1,2.499116653935532e-4
MFN2,2.5043116369568425e-4
HIBCH,2.519153681977024e-4
TRMT11,2.5221712744336115e-4
FOXN3,2.5327621422192685e-4
SNRPD1,2.536449758056344e-4
EPS8,2.538021989565754e-4
NUP160,2.547171260214267e-4
EIF4EBP1,2.554107109074907e-4
LOC100507217,2.5647733452258034e-4
"NAPEPLD",2.579796125777327e-4
NCOA4,2.5818839498764515e-4
LINC00152,2.592814417328176e-4
ZNF592,2.595904079704977e-4
CCNJ,2.5987091776442846e-4
EFTUD2,2.611547792880217e-4
NDUFB8,2.614344019582374e-4
PAFAH1B1,2.6385603634086725e-4
PDGFRB,2.642519318770088e-4
THUMPD2,2.6496291580338185e-4
EZH1,2.6609185113600704e-4
XRCC6BP1,2.673681197333388e-4
TRAPPC1,2.675500261910521e-4
SLC44A2,2.6882068457771376e-4
DNTTIP1,2.692315180080826e-4
ACBD4,2.6947348979908367e-4
UBA2,2.700753750889196e-4
ME2,2.707128157012584e-4
UFM1,2.708967639939747e-4
ATPBD4,2.7136060652111524e-4
TLN2,2.7156163804512576e-4
ZCCHC7,2.722030484477047e-4
PLEKHB2,2.755958057324445e-4
CSNK1D,2.756002751081909e-4
CYLD,2.761992867552836e-4
ASAP1,2.7690764327969726e-4
NOTCH2NL,2.783345272206429e-4
LMNB2,2.7924931656273406e-4
PHGR1,2.801548625745332e-4
SLC35B2,2.807563513783254e-4
RACGAP1,2.8081381483803004e-4
"NAA20",2.825533995736369e-4
FAM8A1,2.825944963125413e-4
IL4R,2.8269565102462984e-4
LOC284889,2.838012301331891e-4
PHACTR4,2.8438555784523106e-4
CYSTM1,2.84394112727675e-4
NPTN,2.85028978843461e-4
THAP3,2.869157828597074e-4
NCBP2,2.8708591350635576e-4
GPT2,2.8800793553068613e-4
PSMG1,2.8848995861743853e-4
POLR2G,2.887628952762993e-4
HUWE1,2.8977454954250956e-4
DIP2A,2.902881869857711e-4
ICAM3,2.9093388248082496e-4
PRKCD,2.918299350500723e-4
DUS4L,2.9462295326783004e-4
SEC11C,2.9544170368441924e-4
ATP5O,2.9573709330953714e-4
FARSA,2.991070042891502e-4
FZD1,2.9941090266023444e-4
CSF1,3.007877433363794e-4
MASTL,3.0125752683906004e-4
ITPRIP,3.025332398620793e-4
RNF14,3.0461199154873953e-4
CENPW,3.051898608582675e-4
FMO5,3.0554279382439604e-4
SUV39H1,3.056141781111904e-4
PRR5L,3.056495873694108e-4
XRN2,3.0579696913108175e-4
NUP37,3.0665982036180185e-4
CLSTN1,3.089403950468063e-4
MNF1,3.092794394759056e-4
VWA5A,3.09450471828741e-4
TMCO7,3.109566860423694e-4
PFDN2,3.120137958445248e-4
ACAD10,3.137019944351664e-4
NELF,3.1409042846513923e-4
TMEM66,3.145927862411533e-4
NOTCH3,3.1488934636557007e-4
DHX9,3.155923644986632e-4
KBTBD11,3.1694489589105177e-4
MAGI1,3.1704386777186167e-4
NFYC,3.174135240495093e-4
TRIM27,3.174836615011321e-4
CACFD1,3.180668544716752e-4
YARS,3.185819852200439e-4
LARP1,3.1920189890654324e-4
URGCP,3.195782440387678e-4
SUGT1,3.198559584156362e-4
PSMD13,3.1985837314752976e-4
TMEM194A,3.200356251323092e-4
C2CD2,0.00032112513113097453
ALG5,3.212445308445833e-4
HSPBAP1,3.220887436154781e-4
PPP1R13B,3.228578177447582e-4
CBWD3,3.2356036080248356e-4
CRK,3.2413128287176173e-4
MSH6,3.2417247408110305e-4
SLC20A2,3.250584806651181e-4
PROSER1,3.2907068967962335e-4
MEF2D,3.2945160858984223e-4
UGGT1,3.307091726218569e-4
TMEM53,3.3072911760470563e-4
HNRNPA3,3.3127122992100867e-4
FOXK1,3.3127588711564447e-4
OXA1L,3.322155065881033e-4
HEATR2,3.3252943483494586e-4
RRM2,3.3331501640196875e-4
FKBP7,3.3339060154644176e-4
KAT6B,3.338111720779048e-4
PRRC2A,3.3401478079713896e-4
NMNAT1,3.3594576301731305e-4
FSTL3,3.3834899033266633e-4
HP1BP3,3.391261685033371e-4
RPS6KA5,3.413341381777912e-4
AKAP13,3.41579742302552e-4
YWHAG,3.4158387552136413e-4
TIMM50,3.4163487537216034e-4
H1FX,3.4195119729516475e-4
STRADB,3.4545322632272777e-4
MAPRE1,3.458285471090707e-4
PSMA1,3.4623259205940153e-4
MIOS,3.4670902627862414e-4
APBB3,0.00034881515572121905
COL15A1,3.5003445192606915e-4
CTDSP2,3.50241288276994e-4
UBA6,3.512963632796526e-4
WSB2,3.527953697577564e-4
DGKZ,3.5283258469127383e-4
GLA,3.5376621488388574e-4
ATP6V1G1,3.5442170773001527e-4
NUP85,3.565444588443243e-4
MRPL34,3.5670173091809044e-4
ARPC5L,3.5740784184101174e-4
PRRC2B,3.580927348610175e-4
ZEB2,3.6243893126679586e-4
SKIL,3.637087446406148e-4
ITPK1,3.648871595360769e-4
FAM102A,3.653822935854289e-4
UBC,3.659259484443098e-4
FZD6,3.663434673593235e-4
TMEM165,3.66675223033068e-4
SLC25A5,3.674204645214782e-4
PAAF1,3.6834571468802974e-4
CNPY2,0.00036835361428047124
DPH2,3.6927851271401714e-4
"NAGPA",3.703395938514654e-4
THEM6,3.7051740346444637e-4
RDH11,3.736011667662038e-4
ANGEL1,3.740997688962224e-4
ELF4,3.7496720929121167e-4
KLHDC2,3.754842013331605e-4
ANO10,3.7617472069460394e-4
RMND5A,3.768533325193125e-4
SNHG6,3.790135217519344e-4
BMS1,3.805513963274913e-4
GALNT6,3.8176528213907605e-4
PDLIM1,3.829659918928323e-4
MSH2,3.835252682897221e-4
TAMM41,3.8405909154987566e-4
VKORC1L1,3.849282331244828e-4
ZNF655,3.864583950665076e-4
EARS2,3.8794316270177634e-4
GALNT12,3.87993956995421e-4
RPE,3.9087182495847793e-4
ARV1,3.91005436910391e-4
ATP6V1F,3.9120083601751267e-4
DOLPP1,3.917042178142247e-4
IRF2,3.9464923885302027e-4
ARFGAP1,3.9541844675578165e-4
HNRNPA1,4.0305097134227155e-4
RPS21,4.0391700056925775e-4
RPRD1B,4.044643904675253e-4
PSMB5,4.058233734879555e-4
KAT2A,4.06195443148657e-4
ZNF747,4.0659424904911036e-4
TRMT61B,4.069101351283149e-4
CCDC85C,4.0731815475958405e-4
GSTM4,4.090999744084042e-4
GPRC5C,4.0922889406441336e-4
PNKD,4.095692984979654e-4
AP2A2,4.0993887077413004e-4
DNAJC11,4.104910418687141e-4
ZFP91,4.1105283850804454e-4
UTP23,4.1228778721565074e-4
FOXP4,4.123483897428429e-4
KLF13,4.1667904387362743e-4
FNIP2,4.197219119094064e-4
TIMM8A,4.2068696876261015e-4
HMHA1,4.207848713132004e-4
PPP2R5A,4.2176503005383035e-4
AGTRAP,4.2195486283584026e-4
ATP5F1,4.222184728022671e-4
SLC39A6,4.23096929776876e-4
ILF2,4.2616359386021704e-4
ZNF142,4.265166302282215e-4
POLR3C,4.2885933581740185e-4
ZC3H14,4.350082138860344e-4
TMEM98,4.372423583131889e-4
LTBP2,4.3748203309773435e-4
WDR90,4.3802284330305937e-4
TSEN15,4.388183666442231e-4
YAF2,4.3926545546667934e-4
