"","X","source","target","weight"
"777",927,"CREB1","LOC100624472",-1
"778",928,"LOC100624472","",1
"779",932,"LOC100525580","PCK1",1
"780",933,"DDIT3","HSPA4",1
"781",934,"FOS","HSPA5",1
"782",935,"PGR","",1
"783",936,"LOC100525580","STAR",1
"784",939,"LOC100624946","EDN1",1
"785",940,"ATF2","EP300",1
"786",941,"GATA4","CARP",1
"787",942,"LOC100521411","CARP",1
"788",943,"NFATC2","LOC100623668",1
"789",944,"NFATC2","LOC100624744",1
"790",946,"Lhx3","LOC100737684",1
"791",947,"LOC100738392","SCARB1",1
"792",948,"NFIX","AR",1
"793",949,"TP53","IL2",-1
"794",950,"FOS","CCND2",1
"795",953,"","TYRP1",1
"796",954,"","FN1",1
"797",955,"","MITF",1
"798",956,"LOC100624697","LYZ",1
"799",958,"SP1","LOC100621629",1
"800",959,"RELA","TNF",1
"801",960,"Nfkb1","TNF",1
"802",961,"STAT5A","IL7R",1
"803",964,"","FASLG",1
"804",966,"WT1","AREG",1
"805",967,"LOC100738095","LOC100738359",1
"806",970,"NFIX","CYP1A1",-1
"807",971,"PITX2","PRL",1
"808",972,"BCL6","IL4",1
"809",973,"BCL6","LOC100627682",1
"810",975,"LOC100153846","RB1",1
"811",977,"NEUROD1","IL12RB1",1
"812",979,"NEUROD1","IFNG",1
"813",980,"SP1","LHCGR",1
"814",981,"LOC100621629","LHCGR",1
"815",982,"HNF1B","Ins2",1
"816",983,"HNF4A","Ins2",1
"817",984,"","LOC100737768",1
"818",985,"LOC100621006","GRIA2",-1
"819",988,"HOXD3","PLAU",1
"820",990,"SP1","Pdlim7",1
"821",991,"LOC100621629","Pdlim7",1
"822",992,"LOC780415","IL28B",1
"823",993,"LOC100511298","Slc34a1",1
"824",994,"NR2F2","",1
"825",995,"","",1
"826",996,"USF1","",1
"827",999,"","IL-6",-1
"828",1000,"STAT3","",1
"829",1001,"SP1","LOC100738589",1
"830",1002,"TFAP2A","MXI1",1
"831",1003,"TFAP2A","LOC100737684",1
"832",1004,"TFAP2C","LOC100737684",1
"833",1005,"IRF1","LOC100512873",-1
"834",1006,"CEBPA","PRL",1
"835",1007,"DDIT3","PRL",1
"836",1008,"PBX1","EBP",1
"837",1009,"PBX1","LOC100737938",1
"838",1010,"","TNF",1
"839",1011,"","",1
"840",1012,"LOC100154384","",1
"841",1013,"LOC100154384","TNF",1
"842",1014,"WT1","IGF1R",-1
"843",1015,"PGR","PRL",1
"844",1016,"PDX1","PDX1",1
"845",1017,"LOC100737684","LOC100738589",1
"846",1018,"PBX1","PREB",1
"847",1019,"","PREB",1
"848",1020,"PBX1","LOC100511484",1
"849",1021,"","LOC100511484",1
"850",1022,"Myc","LOC100621099",1
"851",1023,"Myc","KAT2B",1
"852",1026,"LOC100620437","LOC100620437",1
"853",1027,"SP1","ITGAV",1
"854",1028,"LOC100621629","ITGAV",1
"855",1029,"NR0B1","ABCD2",-1
"856",1030,"NR0B1","LOC100620952",-1
"857",1031,"LOC100153846","CCNE1",1
"858",1032,"LOC100153846","LOC100738589",1
"859",1033,"Yy1","TP53",1
"860",1034,"IRF1","",1
"861",1037,"SP1","MMP2",1
"862",1038,"LOC100621629","MMP2",1
"863",1039,"TFAP2A","MMP2",1
"864",1040,"LOC100525580","MMP2",1
"865",1041,"ETV4","MMP2",1
"866",1044,"LOC100524949","KLK1",1
"867",1046,"ATF2","LOC100623143",1
"868",1047,"","LOC100623143",1
"869",1048,"Jund","LOC100623143",1
"870",1049,"LOC100624472","LOC100626465",1
"871",1050,"Myc","CCND2",1
"872",1051,"","CCND2",1
"873",1052,"Myc","",1
"874",1053,"Myc","MXD1",1
"875",1054,"Tcf12","",1
"876",1055,"LOC100623591","",-1
"877",1056,"EGR1","FAS",1
"878",1057,"EGR3","FASLG",1
"879",1058,"LOC100515914","LOC100038019",1
"880",1060,"","S100A8",1
"881",1061,"LOC100525580","S100A8",1
"882",1062,"SP1","BAX",1
"883",1063,"ETS1","DDIT3",1
"884",1064,"LOC100515914","DDIT3",1
"885",1065,"ETS1","TP53",1
"886",1066,"","TP53",1
"887",1067,"DDIT3","Gadd45a",1
"888",1068,"SP1","POU5F1",1
"889",1069,"STAT5A","FOS",1
"890",1070,"EGR1","",1
"891",1071,"TP53","CDK1",-1
"892",1072,"TP53","STMN1",1
"893",1073,"NR1H4","FABP6",1
"894",1075,"TP53","CDKN1B",1
"895",1077,"CAR","LOC100622588",1
"896",1079,"TP53","LOC100622588",1
"897",1081,"LOC100523307","CRH",-1
"898",1082,"HNF1B","HNF4A",1
"899",1083,"LOC100523307","SERPINE1",-1
"900",1084,"TP53","",-1
"901",1085,"DEAF1","HNRNPA2B1",-1
"902",1087,"LOC100737684","",1
"903",1088,"LOC100517563","GTF2B",1
"904",1089,"LOC100517563","GTF2A1",1
"905",1091,"MYOD1","CCNE1",1
"906",1092,"MYOD1","LOC100739227",1
"907",1093,"","IL1A",1
"908",1094,"","IL-1beta",1
"909",1095,"","TNF",1
"910",1096,"LOC100624472","LOC100523299",1
"911",1097,"LOC100625305","LOC100624472",1
"912",1098,"","",1
"913",1099,"TFAP2A","CDH1",1
"914",1100,"Myc","CDH1",1
"915",1101,"MYB","Tom1",1
"916",1102,"LOC100738189","LOC100738189",1
"917",1103,"LOC100522504","PAX6",1
"918",1104,"LOC100522504","EPO",1
"919",1105,"LOC100521731","PIK3C3",1
"920",1106,"LOC100627682","IRF1",1
"921",1107,"LOC100627682","LOC100627682",1
"922",1108,"LOC100738308","IRF1",1
"923",1110,"HNF1A","",1
"924",1111,"TP53","GHRHR",1
"925",1112,"TP53","LOC100737890",1
"926",1113,"TP53","MAPK1",1
"927",1114,"LOC100624946","Ucp1",1
"928",1115,"PPARG","Ucp1",1
"929",1116,"LOC100738718","",1
"930",1117,"LOC100738718","CABIN1",1
"931",1118,"EPAS1","VEGFA",1
"932",1120,"","FOS",1
"933",1121,"LOC100525580","FOS",1
"934",1124,"LOC100525580","Ear5",1
"935",1125,"FOS","PRKACA",1
"936",1126,"","GCK",1
"937",1127,"NFATC4","GSK3B",1
"938",1128,"","LOC100624472",1
"939",1129,"LOC396709","TRH",1
"940",1130,"","TRH",-1
"941",1131,"LOC100621006","AVP",-1
"942",1132,"Gm1862","IL10",1
"943",1133,"CREB1","IL10",1
"944",1135,"RELA","ADRA1D",1
"945",1136,"","",1
"946",1137,"LOC100624946","IL-6",-1
"947",1138,"RELA","IL-6",1
"948",1139,"MYST2","IL-6",1
"949",1140,"LOC100525580","ALB",1
"950",1141,"TP53","ALB",1
"951",1143,"","ITGB2",1
"952",1145,"HNF1A","ALB",1
"953",1146,"FOXM1","ALB",1
"954",1147,"","",1
"955",1148,"MYB","",1
"956",1149,"","EBP",1
"957",1150,"","LOC100737938",1
"958",1151,"MYB","EBP",1
"959",1152,"MYB","LOC100737938",1
"960",1153,"","LOC100623668",1
"961",1154,"CEBPA","",1
"962",1155,"NFKB2_TV2","",1
"963",1156,"","PRF1",1
"964",1162,"MYF5","MYOG",1
"965",1163,"LOC100738718","MYOG",1
"966",1164,"MYOD1","MYOG",1
"967",1165,"USF1","Gm5593",1
"968",1166,"HNF4A","LOC100516839",1
"969",1167,"Myc","AR",1
"970",1168,"","CYP51",1
"971",1170,"LOC100739684","LOC100152567",1
"972",1171,"SP1","LOC100152567",1
"973",1172,"CREB1","TNF",1
"974",1173,"","Rps14",1
"975",1174,"SP1","F3",1
"976",1176,"TFAP2A","RECQL4",1
"977",1177,"TFAP2A","LOC100623668",1
"978",1178,"","BLK",1
"979",1179,"","",1
"980",1180,"Nfkb1","ICAM-1",1
"981",1181,"Nfkb1","VCAM1",1
"982",1182,"RELA","ICAM-1",1
"983",1183,"RELA","VCAM1",1
"984",1184,"TP53","LOC100516151",1
"985",1185,"TP53","MBP",1
"986",1186,"ETS1","",1
"987",1187,"LOC100621629","ABCC3",1
"988",1188,"LOC100621629","LOC100738195",-1
"989",1189,"LOC100157564","LTF",1
"990",1190,"LOC100157564","LOC100623668",1
"991",1191,"LOC100525580","LOC100152038",1
"992",1192,"IRF1","CAMK4",1
"993",1193,"IRF1","TRIM63",1
"994",1194,"IRF2","CAMK4",1
"995",1195,"IRF2","",1
"996",1196,"IRF1","LGALS3",1
"997",1197,"IRF2","LGALS3",1
"998",1198,"USF1","",1
"999",1199,"ELF1","",1
"1000",1200,"USF2","",1
"1001",1201,"SP1","TNF",1
"1002",1202,"","SMAD7",1
"1003",1203,"SMAD4","SMAD7",1
"1004",1206,"LOC100624472","FGF2",1
"1005",1207,"","BAX",1
"1006",1208,"SOX10","CHRNA10",1
"1007",1210,"SOX10","CHRNA3",1
"1008",1211,"HIF1A","LOC100623143",1
"1009",1212,"","",1
"1010",1213,"","GHRHR",1
"1011",1214,"POU1F1","T",1
"1012",1216,"LOC100523307","LOC100737476",1
"1013",1218,"NKRF","IFNB1",1
"1014",1219,"TP53","",1
"1015",1220,"TFAP2A","LOC100525334",1
"1016",1221,"","HSPA5",1
"1017",1222,"STAT5A","IL-6",1
"1018",1223,"SP1","Cd74",1
"1019",1224,"Gm1862","",1
"1020",1225,"CREB1","",1
"1021",1226,"Gm1862","LOC100038019",1
"1022",1227,"CREB1","LOC100038019",1
"1023",1228,"USF1","GIF",1
"1024",1229,"USF1","LOC100038019",1
"1025",1230,"USF2","GIF",1
"1026",1231,"LOC100158102","NPPA",1
"1027",1233,"MITF","LOC100518074",1
"1028",1234,"SP1","",1
"1029",1235,"LOC100621629","",1
"1030",1236,"Myc","",1
"1031",1237,"USF1","",1
"1032",1238,"","Ins2",1
"1033",1239,"HR","XRCC1",1
"1034",1241,"Jund","",1
"1035",1242,"NKX6-1","Ins2",1
"1036",1243,"PAX6","Ins2",1
"1037",1244,"FOS","LOC100156381",1
"1038",1245,"LOC100624472","LOC100156381",1
"1039",1246,"IRF1","NCF2",1
"1040",1247,"","NCF2",1
"1041",1248,"","SAMHD1",1
"1042",1249,"IRF1","LOC100738967",1
"1043",1250,"","LOC100738967",1
"1044",1251,"","LTF",1
"1045",1252,"","ABCC2",1
"1046",1253,"EGR1","",1
"1047",1254,"SP1","",1
"1048",1255,"TFAP2A","",1
"1049",1256,"","",1
"1050",1257,"ERG","ICAM-2",1
"1051",1258,"HNF4A","ANG1",1
"1052",1259,"SP1","NOS3",1
"1053",1262,"Fev","LOC100515848",1
"1054",1263,"","Pdlim7",-1
"1055",1264,"","RGS2",-1
"1056",1266,"","SCARB1",1
"1057",1267,"LOC100738392","HSD11B1",1
"1058",1268,"IRF1","LOC100156976",1
"1059",1269,"SP1","",1
"1060",1270,"LOC100621629","GAST",1
"1061",1271,"LOC100624697","APP",1
"1062",1272,"LOC100154216","ALDH2",1
"1063",1274,"Nfkb1","BCL2L1",1
"1064",1275,"RELA","BCL2L1",1
"1065",1277,"SP1","SERPINH1",1
"1066",1278,"HR","VEGFA",1
"1067",1279,"Yy1","PTPRA",1
"1068",1281,"","IFNG",1
"1069",1282,"","LOC100739739",1
"1070",1283,"LOC100512363","IL2",1
"1071",1284,"LOC100627682","CCL11",1
"1072",1286,"WT1","TGFB1",1
"1073",1287,"MITF","TYR",1
"1074",1291,"","TFAP2A",1
"1075",1292,"LOC100525580","TFAP2A",1
"1076",1293,"TFAP2A","TFAP2A",1
"1077",1294,"TFAP2A","CEBPA",-1
"1078",1295,"HIF1A","ASS1",1
"1079",1296,"HIF1A","SERPINE1",1
"1080",1297,"HIF1A","TCIRG1",1
"1081",1298,"MYB","",1
"1082",1299,"","",1
"1083",1303,"LOC100153846","Cdkn2a",1
"1084",1304,"NCOA1","LOC100738967",1
"1085",1305,"LOC100153846","CCNA2",1
"1086",1308,"NFKB2_TV2","TNF",1
"1087",1310,"RUNX1","ETV6",1
"1088",1313,"AR","",1
"1089",1315,"TP53","BRCA1",-1
"1090",1316,"LOC100522504","BRCA1",1
"1091",1317,"LOC100736643","BRCA1",-1
"1092",1318,"LOC100525580","Adipoq",1
"1093",1320,"Myc","HMOX1",1
"1094",1321,"CREB1","LOC100518817",1
"1095",1322,"LOC396709","Ucp1",1
"1096",1323,"","LOC100623143",1
"1097",1324,"TFAP2A","LOC100525680",1
"1098",1325,"","MMP11",1
"1099",1326,"LOC100525580","MMP11",1
"1100",1327,"WT1","TERT",-1
"1101",1328,"","GSS",1
"1102",1329,"","NFE2",1
"1103",1330,"","OXT",-1
"1104",1331,"LOC100621341","OXT",1
"1105",1332,"LOC100516014","OXT",1
"1106",1333,"FOS","IL2",1
"1107",1334,"SP1","SRF",1
"1108",1335,"","Akt1",1
"1109",1336,"TP53","TIMP-3",1
"1110",1337,"","CEBPA",1
"1111",1338,"PAX6","LOC100737938",1
"1112",1339,"PROX1","LOC100737938",1
"1113",1340,"PROX1","LOC100624872",1
"1114",1341,"KLF3","C4",1
"1115",1342,"","C4",1
"1116",1344,"AR","LOC100623143",1
"1117",1345,"TP53","TP63",-1
"1118",1346,"","TERT",1
"1119",1348,"EGR1","Igf2",1
"1120",1349,"WT1","Igf2",-1
"1121",1350,"Myc","LOC100737210",1
"1122",1351,"USF1","POLR3D",1
"1123",1352,"TFAP2A","LOC100622764",1
"1124",1353,"HES1","CKM",1
"1125",1356,"TFAP2A","CSF2",1
"1126",1357,"TFAP2A","HCRT",1
"1127",1358,"TP53","NOS3",-1
"1128",1360,"CDX2","",1
"1129",1361,"PEG3","VEGFA",1
"1130",1362,"","LOC100521278",1
"1131",1363,"LOC396709","LOC100521278",1
"1132",1364,"ETS1","PTHLH",1
"1133",1365,"NCOA1","LOC100627733",1
"1134",1366,"","LOC100738967",-1
"1135",1367,"LOC733643","LOC100738967",-1
"1136",1368,"LOC733643","LOC100627733",-1
"1137",1369,"SP1","FMR1",1
"1138",1370,"TFAP2A","FMR1",1
"1139",1371,"","",1
"1140",1372,"","LOC100739320",1
"1141",1373,"","IGF1",1
"1142",1374,"TP53","LOC100518074",1
"1143",1375,"TP53","PSMA5",1
"1144",1376,"SP1","SGK1",1
"1145",1377,"LOC100621629","SGK1",1
"1146",1378,"NCOA1","SFTPB",1
"1147",1379,"","SFTPB",1
"1148",1380,"NCOA3","SFTPB",1
"1149",1381,"LOC100624472","",1
"1150",1382,"TP53","Mtpn",1
"1151",1383,"TP53","TGFB1",1
"1152",1384,"TP53","Gdf15",1
"1153",1385,"SP1","ACLY",-1
"1154",1386,"LOC100621629","ACLY",1
"1155",1387,"LOC100621629","LOC100739739",1
"1156",1388,"LOC100624472","MICU1",1
"1157",1389,"SP1","TNC",1
"1158",1390,"LOC100515914","TNC",1
"1159",1391,"LOC100152845","TNC",1
"1160",1392,"","TF",1
"1161",1393,"LOC100621341","CYP1A1",1
"1162",1394,"ZFHX3","ANPEP",1
"1163",1395,"ZFHX3","Adipoq",1
"1164",1396,"MITF","MC1R",1
"1165",1397,"ELF4","",1
"1166",1398,"HES1","",1
"1167",1399,"SP1","SRC",1
"1168",1400,"LOC100621629","SRC",1
"1169",1401,"LOC100521731","LOC100521731",1
"1170",1402,"GATA-6","FASLG",1
"1171",1403,"LOC100739594","SPP1",-1
"1172",1404,"","SPP1",1
"1173",1405,"SPDEF","KLK1",1
"1174",1406,"LOC100624697","Myc",-1
"1175",1407,"LOC100624697","TERT",-1
"1176",1408,"BCL6","BCL6",-1
"1177",1409,"HNF4A","CYP7A1",1
"1178",1410,"","CYP7A1",1
"1179",1411,"AR","LOC100154882",1
"1180",1412,"LOC100738392","INHA",1
"1181",1413,"LOC100512363","LOC100622001",1
"1182",1415,"IRF1","STAT5B",1
"1183",1416,"IRF1","TKT",1
"1184",1418,"STAT5B","LOC100738967",1
"1185",1419,"STAT5B","IRF1",1
"1186",1420,"STAT5B","STAT5B",1
"1187",1421,"STAT5B","TKT",1
"1188",1423,"LOC396709","LOC396710",1
"1189",1424,"LOC396710","LOC396710",1
"1190",1425,"LOC396710","ACTB",1
"1191",1426,"LOC100525580","Ucn",1
"1192",1428,"RELA","Ucn",1
"1193",1432,"SP1","",1
"1194",1433,"","Ptgs2",1
"1195",1434,"LOC100523307","Ptgs2",-1
"1196",1435,"","Ins2",1
"1197",1436,"","RPS15",1
"1198",1437,"LOC100624946","LOC100521689",1
"1199",1438,"","EIF5B",1
"1200",1439,"","LOC100158185",1
"1201",1440,"","LOC100521706",1
"1202",1441,"","LOC100153846",1
"1203",1442,"LOC100511298","SERPINE1",1
"1204",1443,"SMAD4","Msx2",1
"1205",1444,"DDIT3","MAPK14",1
"1206",1445,"NEUROD1","Ins2",1
"1207",1446,"LOC100621006","Grin1",-1
"1208",1447,"Neurod2","LOC100516063",1
"1209",1448,"PAX2","LOC100512078",1
"1210",1450,"KLF13","TAGLN",1
"1211",1451,"","RB1",-1
"1212",1452,"LOC100518227","LOC100518227",1
"1213",1453,"MYOD1","LOC100518227",1
"1214",1454,"","LOX",1
"1215",1458,"SP1","CCL8",1
"1216",1459,"SP1","CXCL14",1
"1217",1460,"LOC100621341","LOC100525150",1
"1218",1461,"NR2F2","LOC100525150",1
"1219",1462,"NR2F6","LOC100525150",-1
"1220",1463,"NR2C2","LOC100525150",1
"1221",1464,"ELK3","LOC100525150",1
"1222",1465,"","RB1",1
"1223",1466,"MYB","LOC100738967",1
"1224",1467,"LOC100524949","LOC100038019",1
"1225",1468,"LOC100524949","TGFB1",1
"1226",1469,"TFAP2A","LOC100516641",1
"1227",1470,"KLF6","ADCYAP1",1
"1228",1473,"PLAG1","Igf2",1
"1229",1474,"TFAP2C","CGA",1
"1230",1475,"CREB1","SCG2",1
"1231",1476,"","Ins2",1
"1232",1477,"","PRL",1
"1233",1479,"RELA","FN1",1
"1234",1480,"Nfkb1","FN1",1
"1235",1481,"Cebpd","PPARG",1
"1236",1482,"PGR","HPGD",1
"1237",1483,"","HPGD",1
"1238",1484,"ETV4","HPGD",1
"1239",1485,"FOS","LOC100738877",1
"1240",1486,"PGR","Myc",-1
"1241",1487,"LOC100153751","IL-5",1
"1242",1488,"LOC100738308","",1
"1243",1489,"LOC100738718","CLCA1",1
"1244",1490,"LOC100738718","MSTN",1
"1245",1491,"SP1","Lbr",1
"1246",1492,"SP1","MSTN",1
"1247",1493,"ETS1","PRL",1
"1248",1494,"PBX1","LOC100524769",1
"1249",1495,"PBX1","TSH-BETA",1
"1250",1496,"POU1F1","LOC100524769",1
"1251",1497,"POU1F1","TSH-BETA",1
"1252",1498,"FOXA2","PDX1",1
"1253",1499,"Yy1","CFTR",1
"1254",1500,"LOC100623591","",-1
"1255",1501,"LOC100624472","PRL",1
"1256",1502,"Snai1","CDH1",-1
"1257",1503,"Snai1","LOC100521706",-1
"1258",1504,"","LOC100736683",1
"1259",1505,"TP53","LOC100736683",1
"1260",1506,"LOC100621629","",1
"1261",1509,"SP1","IL10",1
"1262",1511,"LOC100627682","ALOX12",1
"1263",1512,"FOS","LOC100525150",1
"1264",1513,"LOC100624472","LOC100525150",1
"1265",1514,"STAT3","STAT3",1
"1266",1515,"LOC100512363","LOC100738422",1
"1267",1516,"LOC100512363","GAST",1
"1268",1518,"LOC100623612","LOC100518251",-1
"1269",1519,"MYB","LOC100520667",1
"1270",1520,"MYB","ACTA2",1
"1271",1521,"KLF6","PLAU",1
"1272",1522,"KLF6","PLG",1
"1273",1524,"","LOC100516776",1
"1274",1525,"","LOC100621099",1
"1275",1526,"APEX1","CD19",1
"1276",1528,"LOC100624472","Ptgs2",1
"1277",1529,"LOC100621341","GAL",1
"1278",1530,"AR","LCP1",1
"1279",1531,"EGR1","",1
"1280",1532,"","",-1
"1281",1533,"SP1","SOD2",1
"1282",1536,"LOC100620522","FGF4",1
"1283",1537,"LOC100739740","Myc",1
"1284",1538,"LOC100738308","LOC100522394",1
"1285",1540,"","FASLG",1
"1286",1541,"PPARG","IL2",-1
"1287",1542,"LOC100525580","",1
"1288",1543,"Myc","LOC100518251",1
"1289",1544,"","IGFBP7",1
"1290",1545,"","MMP3",1
"1291",1546,"ZHX2","LOC100739773",-1
"1292",1547,"","RH",1
"1293",1549,"FOXA2","FOXA2",1
"1294",1550,"FOXA2","HNF4A",1
"1295",1551,"HNF4A","FOXA2",1
"1296",1552,"HNF4A","HNF4A",1
"1297",1553,"ONECUT1","FOXA2",1
"1298",1554,"ONECUT1","HNF4A",1
"1299",1555,"HNF4A","ONECUT1",1
"1300",1556,"STAT5A","ONECUT1",1
"1301",1557,"PBX1","TFAP2A",1
"1302",1558,"STAT5A","TFAP2A",1
"1303",1559,"","LOC100152776",1
"1304",1560,"","LOC100737214",1
"1305",1561,"ETS1","LOC100525290",1
"1306",1563,"","RBPJ",1
"1307",1564,"CDX2","",1
"1308",1565,"LOC100525580","LOC100739005",1
"1309",1566,"LOC100525580","",1
"1310",1567,"MYB","",1
"1311",1568,"","LOC100739005",1
"1312",1569,"","",1
"1313",1571,"GATA4","Amh",1
"1314",1572,"LOC100738392","Amh",1
"1315",1573,"HES1","BGLAP",1
"1316",1574,"Rxra","BGLAP",1
"1317",1575,"VDR","BGLAP",1
"1318",1576,"HIF1A","NOS2",1
"1319",1577,"Gm1862","CCNA2",1
"1320",1580,"TP53","CAV1",1
"1321",1581,"","CAV1",-1
"1322",1582,"KAT5","TKT",1
"1323",1583,"FOS","MMP1",1
"1324",1584,"SP1","LOC100521017",1
"1325",1585,"NR1I2","PLG",1
"1326",1586,"SP1","NR1I2",1
"1327",1587,"GATA-6","TFF1",1
"1328",1588,"GATA-6","TFF2",1
"1329",1589,"GATA-6","LOC100739705",1
"1330",1590,"HSF1","LOC100620470",-1
"1331",1591,"HSF1","LOC100624812",1
"1332",1593,"LOC100738189","",1
"1333",1594,"","LOC100738189",1
"1334",1595,"LOC100153846","SERPINE1",-1
"1335",1596,"LOC100153846","PLAU",1
"1336",1598,"LOC733643","RUNX1T1",-1
"1337",1599,"ZBTB16","RUNX1T1",1
"1338",1600,"","RUNX1T1",-1
"1339",1601,"","IL-6",1
"1340",1602,"TP53","PCSK1",1
"1341",1603,"TP53","SERPINB5",1
"1342",1604,"","SMAD6",1
"1343",1605,"LOC100525580","Ptgs2",1
"1344",1606,"LOC100521780","LOC100739227",-1
"1345",1607,"MYBL1","LOC100626275",1
"1346",1608,"LOC100626275","LOC100738877",1
"1347",1609,"MYBL1","LOC100738877",1
"1348",1610,"CDX2","LOC100738877",1
"1349",1611,"MYB","LOC100738877",1
"1350",1612,"LOC100738392","POU5F1",1
"1351",1613,"LOC396709","POU5F1",1
"1352",1614,"Gmeb1","TAT",1
"1353",1615,"EGR1","CHRNA7",1
"1354",1618,"","LOC100515541",1
"1355",1621,"","CD19",1
"1356",1622,"","CD79A",1
"1357",1623,"LOC100737684","LOC100516641",1
"1358",1624,"NCOA1","LOC100516641",1
"1359",1626,"LOC100624472","CDKN1B",-1
"1360",1627,"ETS1","CTSB",1
"1361",1628,"SP1","CTSB",1
"1362",1629,"LOC100621629","CTSB",1
"1363",1630,"","CTSB",1
"1364",1631,"LOC100620437","CTSB",1
"1365",1632,"IRF1","IFNB1",1
"1366",1633,"ARNT","VEGFA",1
"1367",1634,"","Myc",1
"1368",1635,"Myc","IL2",1
"1369",1636,"","LOC100623143",1
"1370",1637,"KLF12","TFAP2A",-1
"1371",1638,"","TFAP2A",1
"1372",1639,"TFAP2A","KLF12",-1
"1373",1640,"MSX1","BMP2",1
"1374",1641,"MSX1","LOC100520993",1
"1375",1642,"MSX1","SHH",1
"1376",1643,"","BMP2",1
"1377",1644,"","LOC100520993",1
"1378",1645,"SP1","Hspa1a",1
"1379",1647,"HMGA1","IL2",1
"1380",1650,"","",1
"1381",1651,"","ICAM-1",1
"1382",1652,"REL","ICAM-1",1
"1383",1653,"LOC100621629","F3",-1
"1384",1655,"","TGFB1",1
"1385",1656,"TFAP2A","Slc34a1",1
"1386",1657,"LOC100739740","RNF4",-1
"1387",1658,"","LOC100526081",1
"1388",1659,"GATA2","NOS3",1
"1389",1660,"","HMOX1",1
"1390",1663,"LOC100625312","Myc",-1
"1391",1664,"LOC100625312","Yy1",-1
"1392",1665,"Yy1","Myc",-1
"1393",1666,"LOC100627682","FCER1G",1
"1394",1667,"IRF1","CCL5",1
"1395",1672,"","GHR",1
"1396",1673,"LOC100523307","CYP19A1",1
"1397",1674,"TFAP2A","",1
"1398",1676,"RUNX1","RUNX1",1
"1399",1677,"NR3C2","ADRA1D",1
"1400",1678,"NR3C2","B3gnt9",1
"1401",1679,"NR3C2","RELA",1
"1402",1680,"NR3C2","SP1",1
"1403",1681,"RELA","RELA",1
"1404",1682,"RELA","SP1",1
"1405",1683,"SP1","IGF1R",1
"1406",1684,"KAT5","PRKACA",1
"1407",1687,"SP1","LTA",1
"1408",1688,"LOC396709","ABCC2",1
"1409",1689,"LOC396709","LOC100623140",1
"1410",1690,"","CYP1A2",1
"1411",1691,"Gm1862","PRKACA",1
"1412",1692,"Gm1862","LOC100621099",1
"1413",1693,"LOC100621629","LOC100626336",1
"1414",1694,"","LOC100626336",1
"1415",1695,"SP1","LOC100626336",1
"1416",1696,"MYB","ATP2B1",1
"1417",1698,"Gm1862","RPS6KA3",1
"1418",1699,"MXD1","TERT",-1
"1419",1700,"IRF1","FASLG",1
"1420",1701,"IRF2","FASLG",1
"1421",1702,"LOC100738308","IL4",1
"1422",1703,"STAT3","LOC100738058",1
"1423",1704,"LOC100621629","MAPK1",1
"1424",1705,"SP1","MAPK1",1
"1425",1706,"","MAPK1",-1
"1426",1707,"STAT5A","CD34",1
"1427",1710,"LOC100738392","CYP2B22",1
"1428",1711,"LOC100738392","SERPINB5",1
"1429",1713,"Gm1862","REG3G",1
"1430",1714,"Gm1862","",1
"1431",1715,"SP1","LOC100737471",1
"1432",1716,"SP1","ST6GALNAC2",1
"1433",1717,"","XPO1",1
"1434",1718,"LOC100524323","LOC100738095",1
"1435",1719,"TP53","PERP",1
"1436",1720,"HNF1A","DPP4",1
"1437",1722,"","FASLG",1
"1438",1723,"Myc","FASLG",1
"1439",1724,"","LOC100620561",1
"1440",1725,"LOC100624697","LOC100621221",1
"1441",1727,"LOC396710","PRKCA",1
"1442",1728,"STAT3","GFAP",1
"1443",1729,"BHLHE40","PRDX2",-1
"1444",1730,"BHLHE40","Stra13",-1
"1445",1731,"LOC100737684","LTF",1
"1446",1732,"IRF1","MYB",-1
"1447",1734,"WT1","Amh",1
"1448",1735,"","Amh",-1
"1449",1737,"NR3C2","BAX",1
"1450",1738,"NR3C2","LOC100738877",1
"1451",1740,"TP53","FADD",1
"1452",1741,"STAT3","VEGFA",1
"1453",1742,"","PARP1",1
"1454",1743,"LOC100624946","CYP7A1",-1
"1455",1744,"CEBPA","LOC100623111",1
"1456",1745,"Cebpd","LOC100623111",1
"1457",1746,"LOC100525580","LOC100623111",1
"1458",1747,"Cebpd","LOC100512932",1
"1459",1748,"Cebpd","EBP",1
"1460",1749,"TP53","",-1
"1461",1750,"LEF1","MITF",1
"1462",1751,"MITF","MITF",1
"1463",1753,"Maf","TP53",1
"1464",1754,"NR5A2","Cyp8b1",1
"1465",1755,"SP1","PKM",1
"1466",1756,"LOC100621629","PKM",1
"1467",1757,"PDX1","LOC100520838",1
"1468",1758,"FOXM1","SLC2A2",1
"1469",1759,"HNF1A","SLC2A2",1
"1470",1760,"FOXA2","SLC2A2",1
"1471",1761,"HNF1B","SLC2A2",1
"1472",1762,"LOC100738612","LOC100738612",-1
"1473",1763,"TP53","LOC100738421",1
"1474",1764,"CEBPA","IL-6",1
"1475",1765,"Cebpd","IL-6",1
"1476",1766,"LOC100625315","IL-6",-1
"1477",1767,"","CCL8",1
"1478",1768,"ERG","LOC100038019",1
"1479",1769,"LOC100513560","LOC100038019",1
"1480",1770,"PPARG","CYP19A1",-1
"1481",1772,"","",1
"1482",1773,"KLF2","LOC100623143",1
"1483",1774,"LOC100737684","IGF1",1
"1484",1775,"MITF","CD40",1
