"","source","target","weight","p_value"
"821","Estrogen","SLC35A1",-3.64565860914,2.54796127355e-07
"822","Estrogen","AMD1",5.26566452558,2.69022995529e-07
"823","Estrogen","TRIM62",-1.95118300837,2.70408014563e-07
"824","Estrogen","MYO6",-3.29179740084,2.73272843738e-07
"825","Estrogen","DCP2",-2.5012430672,3.21185972133e-07
"826","Estrogen","CHRNA5",4.30534070038,3.55121058697e-07
"827","Estrogen","MED23",-2.32390323521,3.65438148328e-07
"828","Estrogen","S100A14",-2.97296395804,3.69028094317e-07
"829","Estrogen","ARHGAP12",-5.79590314532,3.71901730707e-07
"830","Estrogen","TAOK3",-2.6212811272,4.28600982763e-07
"831","Estrogen","NAV2",4.26539046454,4.44594982278e-07
"832","Estrogen","LYPD3",-3.80755399445,4.49345977568e-07
"833","Estrogen","C1orf115",-2.42320024043,4.57122338213e-07
"834","Estrogen","TACSTD2",-2.69820873577,4.58728966332e-07
"835","Estrogen","IL17RC",-1.54644292558,4.65109049075e-07
"836","Estrogen","SELENBP1",-5.82653763123,4.72714027732e-07
"837","Estrogen","ABHD2",4.56156743368,4.78588354248e-07
"838","Estrogen","NPY5R",1.76484168634,4.85054915015e-07
"839","Estrogen","EFEMP1",-3.84570484397,5.14912920998e-07
"840","Estrogen","RFX5",-3.40105525194,5.19968339874e-07
"841","Estrogen","SEMA4C",-3.02453522873,5.56537142824e-07
"842","Estrogen","SLC39A8",3.80031534438,5.68467270805e-07
"843","Estrogen","ATP8A1",-2.50597695902,6.43104670626e-07
"844","Estrogen","ST3GAL1",-4.2833836807,6.56514258098e-07
"845","Estrogen","RND1",-4.3862545227,6.82153609614e-07
"846","Estrogen","HDAC11",1.87869548219,7.29585067699e-07
"847","Estrogen","SLF2",2.0024635765,8.42313407584e-07
"848","Estrogen","SYCP2",-2.00693275976,8.48604149043e-07
"849","Estrogen","BCAS1",-5.01731883219,8.82267378391e-07
"850","Estrogen","P2RX2",-1.12219204069,9.38995900956e-07
"851","Estrogen","ELF1",3.89093762337,9.53796644818e-07
"852","Estrogen","TUFT1",-5.78669126517,9.6158590277e-07
"853","Estrogen","ZBTB40",1.4958850636,1.00173451037e-06
"854","Estrogen","ARHGEF26",4.10017972432,1.01169195958e-06
"855","Estrogen","TRAF4",-2.57875553319,1.05109443129e-06
"856","Estrogen","ARMCX3",3.94993158555,1.06141587824e-06
"857","Estrogen","ABCA1",-2.9316612748,1.08886561354e-06
"858","Estrogen","LMBRD1",-2.66033017376,1.10495122761e-06
"859","Estrogen","NBEA",-3.74095805587,1.13185736425e-06
"860","Estrogen","TFCP2L1",3.563883388,1.16423294718e-06
"861","Estrogen","MGP",5.94410428888,1.19843173348e-06
"862","Estrogen","ENC1",-5.93073650271,1.26279246674e-06
"863","Estrogen","NKRF",2.24202105878,1.29407147989e-06
"864","Estrogen","PCGF2",-1.60196527237,1.35684532311e-06
"865","Estrogen","RGS6",-1.03806417398,1.38024951946e-06
"866","Estrogen","ADRA2A",2.88820193088,1.38276023299e-06
"867","Estrogen","SLC30A1",4.78856193527,1.38418627131e-06
"868","Estrogen","TFAP2A",-3.3634393209,1.40083007357e-06
"869","Estrogen","SMPDL3B",1.84573684611,1.42241176694e-06
"870","Estrogen","PLPPR2",-1.82580286678,1.44252471956e-06
"871","Estrogen","GRHL2",3.30097590071,1.50612097783e-06
"872","Estrogen","PKP2",-3.0158436229,1.54938851146e-06
"873","Estrogen","INPP5J",-1.68288257673,1.56363423576e-06
"874","Estrogen","EPHB3",-2.06659155504,1.67890234062e-06
"875","Estrogen","DCAF11",-1.94678319768,1.71769798878e-06
"876","Estrogen","RAMP3",1.67902386351,1.74632745859e-06
"877","Estrogen","CSPP1",1.89584784281,1.77848275745e-06
"878","Estrogen","CRY2",-1.85057928495,1.78533359029e-06
"879","Estrogen","ZER1",-1.71503654971,1.88188029421e-06
"880","Estrogen","SGSM2",-2.24889284295,1.91200334758e-06
"881","Estrogen","TDRD1",1.57420767529,1.97391494764e-06
"882","Estrogen","PDZRN3",-3.55185853417,1.982524026e-06
"883","Estrogen","CA8",2.31248918526,1.99669636399e-06
"884","Estrogen","MADD",-1.60735846072,2.00695899964e-06
"885","Estrogen","PCDH1",-1.69851960934,2.01911700662e-06
"886","Estrogen","CLDN3",-3.22370652554,2.32964239103e-06
"887","Estrogen","CORO2A",-2.95708786722,2.35929919046e-06
"888","Estrogen","VAMP8",-3.64903889365,2.37022751379e-06
"889","Estrogen","CEP85",2.2080182651,2.4469439242e-06
"890","Estrogen","TFPI",-3.18756870823,2.48653064355e-06
"891","Estrogen","EPHA7",-2.39512090247,2.48694893459e-06
"892","Estrogen","TRPC6",2.00740176621,2.5107939208e-06
"893","Estrogen","CAMK1D",-2.26428168322,2.59420714593e-06
"894","Estrogen","DSCC1",3.51809569435,2.66776794785e-06
"895","Estrogen","SIL1",-1.87944093969,2.75085736995e-06
"896","Estrogen","NXPH3",1.50414094954,2.77599584851e-06
"897","Estrogen","TRIM3",-1.20536129546,2.84056941197e-06
"898","Estrogen","HDDC2",2.17446945193,2.86727117093e-06
"899","Estrogen","TEAD3",-2.19336814216,3.10330616807e-06
"900","Estrogen","TFF2",1.94952508312,3.17170300526e-06
"901","Hypoxia","PDK1",13.1204494025588,3.99671559162176e-55
"902","Hypoxia","ANKRD37",8.48497615199521,8.99546230784687e-55
"903","Hypoxia","FAM162A",8.33555155151556,6.7454288577356e-53
"904","Hypoxia","BNIP3L",14.1203023705634,1.98677745432103e-52
"905","Hypoxia","ENO2",14.3269398182242,8.0956554140359e-49
"906","Hypoxia","ANKZF1",7.35816286558204,1.84422153525098e-48
"907","Hypoxia","NDRG1",22.0871194931399,6.25140202753353e-48
"908","Hypoxia","INSIG2",13.5621938432104,7.17225219099871e-46
"909","Hypoxia","FUT11",11.1705821641625,1.08487050904123e-45
"910","Hypoxia","KDM3A",10.8507527439767,1.96849944934088e-45
"911","Hypoxia","PFKFB4",8.94027083881991,3.95993497573871e-45
"912","Hypoxia","GBE1",9.71149934428704,4.3060891068616e-45
"913","Hypoxia","EGLN1",9.5944500216631,4.56725694693112e-45
"914","Hypoxia","PGK1",9.99399139392937,9.88245351266058e-44
"915","Hypoxia","HILPDA",16.7071235476463,1.03305795377928e-43
"916","Hypoxia","PLOD2",13.600144008727,1.2180752199164e-43
"917","Hypoxia","RLF",7.07028547517991,1.38413067776239e-43
"918","Hypoxia","ALDOC",13.1615236445167,8.02807944018583e-42
"919","Hypoxia","ERO1A",9.69819818780012,1.12144422453994e-40
"920","Hypoxia","BHLHE40",15.2423595973095,2.3507825675157e-40
"921","Hypoxia","ALDOA",7.65467808088126,2.45053194014372e-40
"922","Hypoxia","BNIP3",19.4179740395614,6.84654853302919e-40
"923","Hypoxia","GPI",8.54958022018638,8.579552933562e-40
"924","Hypoxia","PLOD1",6.61022484885533,9.4909720163506e-39
"925","Hypoxia","SLC2A1",8.67915398023849,1.20968334885753e-38
"926","Hypoxia","KDM4B",3.65020932258217,1.49377213750675e-38
"927","Hypoxia","ZNF395",8.06093404354757,1.83275173966697e-38
"928","Hypoxia","P4HA1",11.067656692699,2.1186163901675e-36
"929","Hypoxia","PPFIA4",10.8376145634208,2.54429330753656e-36
"930","Hypoxia","EGLN3",11.6557279211453,2.34590141300152e-35
"931","Hypoxia","VLDLR",10.2663341424861,9.34706777086058e-35
"932","Hypoxia","VEGFA",10.6128989257688,9.98495548825803e-35
"933","Hypoxia","EFNA3",4.21174008937788,8.14992277591852e-34
"934","Hypoxia","PFKFB3",14.5471920773281,1.76349504952429e-33
"935","Hypoxia","MXI1",10.8609214546429,2.3351806153835e-33
"936","Hypoxia","WDR45B",4.50436233227095,3.57138080504812e-33
"937","Hypoxia","WSB1",7.02422434767253,4.98148172898811e-33
"938","Hypoxia","LDHA",7.65345032180433,1.17607012579491e-32
"939","Hypoxia","AK4",9.69302350067685,1.44154280735294e-32
"940","Hypoxia","NCKIPSD",2.33698250234768,1.55795354439515e-32
"941","Hypoxia","PGM1",7.88583461642632,8.08973302124454e-32
"942","Hypoxia","SLC25A36",5.32904399026698,1.23862512778968e-30
"943","Hypoxia","YEATS2",5.35312751650689,1.94579021134098e-30
"944","Hypoxia","ANGPTL4",12.6406906455823,2.03185995907378e-30
"945","Hypoxia","TMEM45A",17.8768001565225,2.22259528036762e-30
"946","Hypoxia","NGLY1",3.5046086484829,2.70538695504621e-30
"947","Hypoxia","VKORC1",5.41943367385705,5.91152631174704e-30
"948","Hypoxia","SEC61G",4.74111293382792,3.85642870402416e-29
"949","Hypoxia","ENO1",6.10386298739781,4.31027522070963e-29
"950","Hypoxia","C8orf58",3.10787143470826,7.00517712946267e-29
"951","Hypoxia","C4orf47",6.05330092209778,3.3084421329643e-28
"952","Hypoxia","MAPK7",2.63190452108407,3.83715640050677e-28
"953","Hypoxia","PDK3",4.39975073866122,4.60534497741663e-28
"954","Hypoxia","CA9",13.9610678389863,4.63982828611125e-28
"955","Hypoxia","ZNF292",6.02393811187105,2.19166648376344e-27
"956","Hypoxia","GAPDH",5.04655254386716,2.91279241576931e-27
"957","Hypoxia","PFKP",9.23320090557446,3.67290476897732e-27
"958","Hypoxia","NRN1",6.72751686128774,1.02377644516017e-26
"959","Hypoxia","SPAG4",10.2130714706145,1.72787214643964e-26
"960","Hypoxia","RIOK3",3.73030128423622,1.96778166084856e-26
"961","Hypoxia","P4HA2",6.28034355716225,2.02259658388121e-26
"962","Hypoxia","C4orf3",7.43791888787026,2.79521879785384e-26
"963","Hypoxia","ZNF160",2.71392422510592,1.67340048820346e-25
"964","Hypoxia","WDR54",5.69550164178515,1.68701518419312e-25
"965","Hypoxia","MPI",3.50216530924174,2.13769573394186e-25
"966","Hypoxia","CLK3",3.56401376708094,2.54476536514916e-25
"967","Hypoxia","PFKL",3.5446163885829,2.76981118215482e-25
"968","Hypoxia","ADM",17.8256961411318,5.0502592082421e-25
"969","Hypoxia","NOL3",3.93802953611691,5.99444221124706e-25
"970","Hypoxia","DARS1",3.67081584418079,6.51108206012856e-25
"971","Hypoxia","PKM",4.74517971732424,7.27603201376027e-25
"972","Hypoxia","PGAM1",6.3782651350277,7.45623293312132e-25
"973","Hypoxia","RAB20",4.25626032523686,1.13408312714183e-24
"974","Hypoxia","SAP30",2.90575098757109,1.52780770622734e-24
"975","Hypoxia","LOX",7.46120781623727,1.66216437253772e-24
"976","Hypoxia","RBPJ",3.85145674582072,1.8306508236441e-24
"977","Hypoxia","CRKL",2.55473421340676,2.27122540887126e-24
"978","Hypoxia","NARF",4.09514912532848,4.73073013378372e-24
"979","Hypoxia","FBXO42",2.25722873294703,5.39774938131521e-24
"980","Hypoxia","RORA",4.50877176026573,7.18064710246467e-24
"981","Hypoxia","GYS1",4.92286334387743,1.34364864776489e-23
"982","Hypoxia","RNF24",3.85305894212825,3.46966910824949e-23
"983","Hypoxia","ZNF654",4.28806196320664,3.65707961091671e-23
"984","Hypoxia","PRSS53",1.97450623238105,4.05074537989986e-23
"985","Hypoxia","FAM13A",5.09417982046476,6.67638008548315e-23
"986","Hypoxia","POP4",-2.31441263366752,7.08249568468426e-23
"987","Hypoxia","ZMPSTE24",-4.39234027752698,1.33144657740042e-22
"988","Hypoxia","PPP2R5B",3.48258339617947,1.52885003087064e-22
"989","Hypoxia","PAM",6.26429638624617,1.99495621104244e-22
"990","Hypoxia","ZBTB25",3.41905880784931,2.18114918177752e-22
"991","Hypoxia","TMX2",-3.69794401757591,2.88492773200099e-22
"992","Hypoxia","FLAD1",-3.29421662191825,3.86719752073018e-22
"993","Hypoxia","CCNG2",7.32584066928285,5.81427052975699e-22
"994","Hypoxia","QRSL1",-2.24529780767581,6.8448759265294e-22
"995","Hypoxia","LOXL2",4.60876786659785,7.27395822814869e-22
"996","Hypoxia","DOLK",-3.46417167159037,1.05026014549572e-21
"997","Hypoxia","KDM4C",2.25815096166763,1.05921323175868e-21
"998","Hypoxia","BCKDK",2.64503879194614,1.52617358699138e-21
"999","Hypoxia","TBC1D9B",2.72058685932993,1.86745462832661e-21
"1000","Hypoxia","TPI1",3.75538228532971,2.29555251351212e-21
"1001","Hypoxia","STC2",8.03666591992239,2.93250162586337e-21
"1002","Hypoxia","SLC35E1",2.80420791392591,3.76013999939441e-21
"1003","Hypoxia","CNOT8",3.33278371360982,4.55636195486066e-21
"1004","Hypoxia","SNAPC5",-2.26675743332772,5.13921284744705e-21
"1005","Hypoxia","AIFM1",-3.51272845604812,6.29258780321628e-21
"1006","Hypoxia","HK1",4.58388196227668,8.27868208677426e-21
"1007","Hypoxia","PLEKHA2",4.19315323276913,1.12288231016478e-20
"1008","Hypoxia","RIMKLA",3.60615612684223,1.33840148036662e-20
"1009","Hypoxia","RSBN1",4.30456992462052,1.3404364007014e-20
"1010","Hypoxia","PSME3",-4.2630977229972,1.82128303663156e-20
"1011","Hypoxia","BEND5",4.45221883908869,1.83685036969138e-20
"1012","Hypoxia","RAB11FIP5",2.43108599829081,1.89380031705423e-20
"1013","Hypoxia","TACO1",-1.92772331134972,2.01909600588217e-20
"1014","Hypoxia","MAP2K1",3.83120034967465,2.64192901537077e-20
"1015","Hypoxia","XPNPEP1",2.41329754060369,2.80245204787007e-20
"1016","Hypoxia","RIOX1",-3.72122803720949,3.11713999594058e-20
"1017","Hypoxia","GOLGA8A",3.9893889282707,4.70906879877095e-20
"1018","Hypoxia","DDX41",3.91997358199863,1.33466072509593e-19
"1019","Hypoxia","FEM1C",3.69952145928415,1.99866586585275e-19
"1020","Hypoxia","CIAPIN1",-1.99705479002179,2.12319063694382e-19
"1021","Hypoxia","BCKDHA",4.12135998017204,3.05531871148398e-19
"1022","Hypoxia","PPP1R13L",3.81196194362561,3.32599936918965e-19
"1023","Hypoxia","ITPR1",4.20179056035164,4.22934277332032e-19
"1024","Hypoxia","SH3D21",2.32348044183255,4.68082709974638e-19
"1025","Hypoxia","SYDE1",2.27706011070582,6.88273776654208e-19
"1026","Hypoxia","MIF",5.76374669865038,6.91797455482741e-19
"1027","Hypoxia","RRAGD",4.9256378973377,8.1906808393916e-19
"1028","Hypoxia","RNASET2",2.26841167371759,8.50416799912153e-19
"1029","Hypoxia","POP1",-3.92637125004901,9.41951211220182e-19
"1030","Hypoxia","GPR146",5.56457520371641,9.70521192734714e-19
"1031","Hypoxia","JMJD6",3.07782576870789,1.08588130049627e-18
"1032","Hypoxia","DYNC2I1",1.70895644724295,1.13242050826493e-18
"1033","Hypoxia","CXCR4",6.92442280806356,1.29451778709518e-18
"1034","Hypoxia","PPP1R3B",3.7898455396042,2.00730195963634e-18
"1035","Hypoxia","ANG",6.90737581794505,2.22127598916568e-18
"1036","Hypoxia","MRPS7",-3.16352048574363,2.64435808282392e-18
"1037","Hypoxia","TMEM126B",-2.51512965808422,3.56810938961063e-18
"1038","Hypoxia","GUK1",1.95826093967193,4.1047309458549e-18
"1039","Hypoxia","PSMC2",-2.64018873781994,6.56873722816801e-18
"1040","Hypoxia","DDX28",-1.74476133315929,7.00894088011417e-18
"1041","Hypoxia","SLC5A6",-3.69910593538557,9.51884260075382e-18
"1042","Hypoxia","APTX",-1.6051450458935,1.21366895258874e-17
"1043","Hypoxia","ALKBH5",2.13299236651457,1.44673215237223e-17
"1044","Hypoxia","MRPL15",-3.92558339483965,1.51089232523829e-17
"1045","Hypoxia","ADAT1",-3.34162408470827,1.80823523858932e-17
"1046","Hypoxia","MRPL46",-2.9199662372985,3.05137266511637e-17
"1047","Hypoxia","RNASE4",8.33377163589158,3.30274645498378e-17
"1048","Hypoxia","LDHC",1.6989254737237,3.70671034074957e-17
"1049","Hypoxia","S100A10",4.55180387260937,3.70946144125828e-17
"1050","Hypoxia","ARFGEF3",3.32541811067364,4.14579312935092e-17
"1051","Hypoxia","TOR3A",-3.49256494086236,4.70696696292535e-17
"1052","Hypoxia","ARID3A",2.19573444402425,4.74538608431929e-17
"1053","Hypoxia","PIGA",4.08048778470049,5.93895485739793e-17
"1054","Hypoxia","CDC123",-3.06370156781406,6.13528726140706e-17
"1055","Hypoxia","SFXN3",4.00225243234617,6.3729459411008e-17
"1056","Hypoxia","RASSF7",2.05637329722463,6.64560732981545e-17
"1057","Hypoxia","RPL26L1",-2.67882184408828,6.65455010610025e-17
"1058","Hypoxia","KDM5B",3.03450641329308,6.83019144570774e-17
"1059","Hypoxia","SLC2A3",8.07912864375464,8.68284527484283e-17
"1060","Hypoxia","DPCD",3.42814519869535,9.93478522442729e-17
"1061","Hypoxia","UBE2O",1.66154334231176,1.14839905193444e-16
"1062","Hypoxia","LARS2",-2.47325250478647,1.15433351517757e-16
"1063","Hypoxia","THTPA",-2.3627081698886,1.20072186757767e-16
"1064","Hypoxia","CEP250",1.56381105825077,1.20318110005007e-16
"1065","Hypoxia","NFIL3",7.82955500471024,1.2614351435279e-16
"1066","Hypoxia","POP5",-3.90996084058019,1.33991870816335e-16
"1067","Hypoxia","PPP1R3C",5.75278252647685,1.50802243823921e-16
"1068","Hypoxia","PSMC5",-2.80234984773723,1.55637656764385e-16
"1069","Hypoxia","SLC25A20",-2.61835893721673,1.73368060159398e-16
"1070","Hypoxia","POLR3B",-2.06893758179051,1.75630017481362e-16
"1071","Hypoxia","COA7",-4.14980366693915,1.92380275227605e-16
"1072","Hypoxia","SMAP1",2.83991434580157,2.19776868727057e-16
"1073","Hypoxia","LNPK",4.21343198527831,2.80053760260794e-16
"1074","Hypoxia","GOT2",-2.86496918218006,2.84780517954528e-16
"1075","Hypoxia","EXOG",-1.48943221654854,3.05226705183823e-16
"1076","Hypoxia","TOR1A",-1.77191232802709,3.34768659598852e-16
"1077","Hypoxia","NDUFS1",-2.04084015891801,4.0054956492271e-16
"1078","Hypoxia","DPYSL4",2.54069955576574,4.06949144390416e-16
"1079","Hypoxia","KCTD11",6.43987096942673,4.19370054785563e-16
"1080","Hypoxia","BHLHE41",4.44440818954317,4.68106268810539e-16
"1081","Hypoxia","GPATCH4",-2.15233153676306,4.75045814503603e-16
"1082","Hypoxia","LYRM2",-1.88671770063159,4.882971724605e-16
"1083","Hypoxia","SERTAD2",3.87724321606614,5.56301776172867e-16
"1084","Hypoxia","MRPL4",-2.97065075777265,6.85644990457865e-16
"1085","Hypoxia","TSN",-2.32888298878315,1.11577032900581e-15
"1086","Hypoxia","CLK1",5.26015455783678,1.24831619406429e-15
"1087","Hypoxia","MRPS16",-2.48052939328792,1.36402902566234e-15
"1088","Hypoxia","ABHD11",-2.07100988263951,1.44008868328354e-15
"1089","Hypoxia","ZMYM2",1.94142764130843,1.59616388566748e-15
"1090","Hypoxia","NDUFAF1",-2.80003790498356,1.60488952094104e-15
"1091","Hypoxia","NOC4L",-2.23966950521424,1.78810127304254e-15
"1092","Hypoxia","SMYD2",1.94417992652775,2.22138208118617e-15
"1093","Hypoxia","EFEMP2",3.83450784593865,2.31914832330326e-15
"1094","Hypoxia","RNMT",2.98718264633363,2.48196913666024e-15
"1095","Hypoxia","FTSJ3",-2.47680433317995,3.37943080541766e-15
"1096","Hypoxia","TRMT12",-2.49317267866342,3.60436146584121e-15
"1097","Hypoxia","MAIP1",-2.43130666047922,3.82354983253277e-15
"1098","Hypoxia","NOL9",-2.30892338584633,4.30465173440384e-15
"1099","Hypoxia","DPAGT1",-2.6936964422775,4.4908965545577e-15
"1100","Hypoxia","ANAPC13",-1.96081163538139,4.61457548558287e-15
"1101","Hypoxia","TMSB10",3.68007428645189,6.16059588353347e-15
"1102","Hypoxia","PLXNA3",1.90832160315993,7.21634711652292e-15
"1103","Hypoxia","DFFA",-2.0385178132433,7.55744715761117e-15
"1104","Hypoxia","EIF2B1",-2.23897197884325,7.9825904504737e-15
"1105","Hypoxia","HK2",5.51704864280972,1.02096765023008e-14
"1106","Hypoxia","RNASEH1",-2.72079340023709,1.04044648542267e-14
"1107","Hypoxia","DCTN5",-1.59697957173671,1.18716184254442e-14
"1108","Hypoxia","OGFOD1",-2.6289298034815,1.22176842110671e-14
"1109","Hypoxia","ITGA5",5.85433804086359,1.29302829855471e-14
"1110","Hypoxia","DHX35",-1.62923483047043,1.32076699602034e-14
"1111","Hypoxia","PPME1",2.75642167588113,1.47764350327363e-14
"1112","Hypoxia","WDR73",-2.46852738920231,1.72608414974379e-14
"1113","Hypoxia","IDH3A",-3.04775694356375,1.81965644361955e-14
"1114","Hypoxia","WDR77",-3.78654535733809,1.85244560901375e-14
"1115","Hypoxia","DDX19A",-1.80472239190987,1.88089786532291e-14
"1116","Hypoxia","FGF11",2.38948884400737,1.99797192201534e-14
"1117","Hypoxia","PRMT3",-4.05632145710544,2.05442375065366e-14
"1118","Hypoxia","SLC6A8",4.52349148785913,2.27334602977374e-14
"1119","Hypoxia","FH",-2.52776039366259,2.27817313228118e-14
"1120","Hypoxia","MRPS28",-2.78906246476478,2.91115217776064e-14
"1121","Hypoxia","AIMP2",-2.60743708818777,3.30116536058313e-14
"1122","Hypoxia","MRPL58",-2.8790933214685,3.38331353321091e-14
"1123","Hypoxia","COA3",-1.79990929352404,3.44784792765278e-14
"1124","Hypoxia","CSRP2",4.27068511225024,3.48278134935422e-14
"1125","Hypoxia","PLIN2",2.87610350682493,3.5298361158672e-14
"1126","Hypoxia","TRAPPC13",-2.01443490534181,4.7144225788159e-14
"1127","Hypoxia","SPRTN",-3.34430450258584,5.02752736769838e-14
"1128","Hypoxia","CYREN",-2.25343823383556,5.79914035890856e-14
"1129","Hypoxia","BCS1L",-2.56995994237414,5.88160237913311e-14
"1130","Hypoxia","FKBP15",1.34596973154776,6.15412149039704e-14
"1131","Hypoxia","MRPL20",-1.7756746213234,6.29883372475482e-14
"1132","Hypoxia","SNRPC",-2.16401006466439,6.4800856825087e-14
"1133","Hypoxia","LRP1",2.59986540235192,6.5312730535515e-14
"1134","Hypoxia","TRAPPC3",-1.62552734290937,7.10805710946493e-14
"1135","Hypoxia","TMEM33",-2.75603360155825,7.5410308216106e-14
"1136","Hypoxia","POLDIP2",-1.90596725247556,7.86146768787481e-14
"1137","Hypoxia","SNX19",-1.27983413582522,7.89231469789059e-14
"1138","Hypoxia","OBSL1",1.78631303511293,8.24315347041238e-14
"1139","Hypoxia","TIMM22",-1.98426472641056,8.77638424576945e-14
"1140","Hypoxia","NDUFA4L2",3.04833235726376,8.82579809706779e-14
"1141","Hypoxia","NDNF",2.93745698064392,8.94195531840407e-14
"1142","Hypoxia","TTC1",-1.6760756102254,9.76228428451473e-14
"1143","Hypoxia","RAE1",-1.41681947169995,9.90692987640257e-14
"1144","Hypoxia","TMEM138",-4.44386119351254,9.93299550980629e-14
"1145","Hypoxia","FAM210A",4.01810368305118,1.00507382201252e-13
"1146","Hypoxia","DIMT1",-2.43555839890675,1.0709767758376e-13
"1147","Hypoxia","RPUSD2",-2.21735233154677,1.09611330385944e-13
"1148","Hypoxia","HDHD5",3.2421730493559,1.1048830206846e-13
"1149","Hypoxia","PNRC1",7.81855043381999,1.13088687876945e-13
"1150","Hypoxia","TENT4A",3.77541187365535,1.17649196759215e-13
"1151","Hypoxia","KISS1R",5.30613806267503,1.23514161915272e-13
"1152","Hypoxia","ARRDC3",7.51224855450096,1.27620217404999e-13
"1153","Hypoxia","INHA",2.43767492854661,1.27876497420162e-13
"1154","Hypoxia","ANAPC7",-2.98894901875528,1.32854095177797e-13
"1155","Hypoxia","EEF1AKMT3",3.12241309403513,1.41699554724642e-13
"1156","Hypoxia","WDR5B",-3.11290439078811,1.41976977440095e-13
"1157","Hypoxia","LGALS1",4.12136201958834,1.4296188069783e-13
"1158","Hypoxia","PSMD1",-3.22453515021193,1.48470679921755e-13
"1159","Hypoxia","IPMK",2.34532053817758,1.53451966501608e-13
"1160","Hypoxia","CUSTOS",-2.32063452413004,1.6268537591905e-13
"1161","Hypoxia","JAM2",2.47942569634853,1.81788107135632e-13
"1162","Hypoxia","APEH",-2.16365347690591,1.82465718539899e-13
"1163","Hypoxia","SEMA4B",6.0468556710614,1.83422346921497e-13
"1164","Hypoxia","COPS5",-1.87546806677445,1.84359941221098e-13
"1165","Hypoxia","METTL13",-2.35948977340286,2.16311859729095e-13
"1166","Hypoxia","RRS1",-5.2120889556279,2.49783874875303e-13
"1167","Hypoxia","LRP2BP",1.47099581495854,2.56545193281713e-13
"1168","Hypoxia","CIART",3.43051470727954,2.7227732895649e-13
"1169","Hypoxia","NIPA2",-2.45091537574164,3.15795854215943e-13
"1170","Hypoxia","MRPL18",-2.72969048870886,3.16525480958801e-13
"1171","Hypoxia","COL6A2",2.00152947754708,3.21008387219106e-13
"1172","Hypoxia","IGFBP3",11.260280794102,3.3102646098886e-13
"1173","Hypoxia","MAPKAP1",-1.93579038242256,3.33406107643561e-13
"1174","Hypoxia","CSTF2T",-2.52969606054999,3.97506519253529e-13
"1175","Hypoxia","PNPO",-2.91250313017325,3.98517860527739e-13
"1176","Hypoxia","SLC25A12",-2.41746601560891,4.05420974815754e-13
"1177","Hypoxia","PIAS2",2.08200352488104,4.25350941508843e-13
"1178","Hypoxia","POLR2G",-2.35946954643051,4.35213112743742e-13
"1179","Hypoxia","IDE",-2.37693045008544,4.48405582770130e-13
"1180","Hypoxia","FDX1",-1.88507076249542,4.77578255197242e-13
"1181","Hypoxia","POLR3K",-3.58619372234255,5.24127198169818e-13
"1182","Hypoxia","MRPL35",-2.39928422568362,5.30487920478195e-13
"1183","Hypoxia","CCT3",-3.30708404973866,5.48898542991316e-13
"1184","Hypoxia","C1orf131",-3.06618936098616,5.80435750794521e-13
"1185","Hypoxia","GCDH",-1.95726895703295,5.94054287083933e-13
"1186","Hypoxia","FASTKD3",-3.12530730464573,5.97838783275932e-13
"1187","Hypoxia","ZNF174",-1.42094582053522,6.16139726087098e-13
"1188","Hypoxia","SERGEF",1.43863054646124,6.21068618008465e-13
"1189","Hypoxia","C8orf33",-2.56807986247271,6.22180464890557e-13
"1190","Hypoxia","TEX261",-1.70389815039753,6.32469934654476e-13
"1191","Hypoxia","RYBP",3.01085376043899,7.0939589335488e-13
"1192","Hypoxia","GYG1",-3.05635471064819,7.2144821359652e-13
"1193","Hypoxia","AURKAIP1",-1.53062306130723,7.4595104395676e-13
"1194","Hypoxia","TIMM8B",-2.54429868590418,7.63642629231225e-13
"1195","Hypoxia","TNIP1",4.57950370984406,7.75527187183337e-13
"1196","Hypoxia","ZNF689",-2.39799797250039,8.12860234938372e-13
"1197","Hypoxia","PPP2R1B",-1.49935662482688,8.18973923631985e-13
"1198","Hypoxia","ATP5MC3",-2.03027087993962,8.44722547223138e-13
"1199","Hypoxia","C9orf78",-1.71214339331561,8.79861054958258e-13
"1200","Hypoxia","NDUFB2",-1.79975024704844,9.58985657001286e-13
"1201","JAK-STAT","OAS1",15.0287145880853,1.0579835555034e-41
"1202","JAK-STAT","HERC6",8.7696758787049,1.34504062786845e-38
"1203","JAK-STAT","OAS3",10.6188418190691,1.21435813407217e-37
"1204","JAK-STAT","PLSCR1",8.48160317260622,8.95520557924246e-37
"1205","JAK-STAT","DDX60",12.1982332094247,9.15097090089524e-36
"1206","JAK-STAT","TRIM21",6.67418811717532,1.29926533666833e-35
"1207","JAK-STAT","SP110",8.67871272100352,2.14825578377255e-35
"1208","JAK-STAT","DDX58",12.9653782494159,2.65040615761522e-35
"1209","JAK-STAT","RSAD2",22.8987274334128,2.80113340842905e-35
"1210","JAK-STAT","STAT1",9.08393656608298,3.52905569846832e-35
"1211","JAK-STAT","IFI44",12.4508625272125,3.534853295291e-35
"1212","JAK-STAT","IFIT1",27.851363088861,4.35544852466653e-34
"1213","JAK-STAT","IFI44L",18.8671558887454,7.46305141774397e-34
"1214","JAK-STAT","OAS2",9.62482643391048,1.01095721160482e-33
"1215","JAK-STAT","SP100",4.47650931610002,1.06879809197877e-33
"1216","JAK-STAT","IFI35",10.5985356820645,6.15541849780128e-33
