"","source","target","weight","p_value"
"38","Androgen","KCNMA1",3.54241990608,2.3839984073e-20
"39","Androgen","NPPC",4.04611571241,7.79335202273e-20
"40","Androgen","ELK4",2.73317183336,6.21306212193e-19
"41","Androgen","MRPS18A",3.92493588807,9.54706820929e-19
"42","Androgen","CBLL1",5.32543758834,1.08452613931e-18
"43","Androgen","AFF3",2.48009244085,1.68953389635e-18
"44","Androgen","SGK1",12.8168418138,2.05506325922e-18
"45","Androgen","STK39",6.93412462041,2.08428874486e-18
"46","Androgen","PMEPA1",10.9989122239,2.12761317132e-18
"47","Androgen","MALT1",6.66978209415,2.36319782023e-18
"48","Androgen","CDK8",-4.29086828336,2.51413222544e-18
"49","Androgen","CROT",4.35830672292,2.72477608693e-18
"50","Androgen","PGC",4.7496332151,4.11145422896e-18
"51","Androgen","STEAP4",9.19433931111,6.51703930722e-18
"52","Androgen","NSMAF",3.28454451793,6.95956498147e-18
"53","Androgen","GPR63",-3.22759309882,1.30554753782e-17
"54","Androgen","TLL1",-2.46391807731,1.59406591342e-17
"55","Androgen","MAF",5.86387138398,1.8056603569e-17
"56","Androgen","DHCR24",6.84300840294,2.68019688945e-17
"57","Androgen","FRK",4.70024893522,2.99302199579e-17
"58","Androgen","CENPN",8.49101673326,3.50287184032e-17
"59","Androgen","SORD",5.77756578443,3.58729607104e-17
"60","Androgen","IQGAP2",5.12448342846,5.28636917768e-17
"61","Androgen","MPHOSPH9",5.10619862739,5.47269116011e-17
"62","Androgen","HOXC13",-3.63425580489,8.30110521046e-17
"63","Androgen","CHRNA2",3.3317016194,8.72289731002e-17
"64","Androgen","CTBP1",-2.89217188229,9.90848209186e-17
"65","Androgen","KLF15",2.83253408437,1.12346766139e-16
"66","Androgen","ACSL3",8.25821358567,1.19060922689e-16
"67","Androgen","TPD52",4.54571137515,3.18135992392e-16
"68","Androgen","SPDEF",3.75095128457,3.4528428203e-16
"69","Androgen","FZD5",4.68661955181,3.95334834012e-16
"70","Androgen","GRIK1",-1.64651345517,6.57513780357e-16
"71","Androgen","CSGALNACT1",6.84603443294,6.872220752e-16
"72","Androgen","DNASE2B",3.01132858824,6.89044176442e-16
"73","Androgen","PHF8",1.86964493558,1.20085732185e-15
"74","Androgen","ARHGEF26",5.31107976025,1.57487578479e-15
"75","Androgen","UAP1",7.62235942884,1.84488932249e-15
"76","Androgen","ECI2",4.26810222296,2.08145832814e-15
"77","Androgen","ADPRM",4.13348871896,2.44999510735e-15
"78","Androgen","GRHL2",4.29572486397,3.23687418898e-15
"79","Androgen","ENDOD1",6.51615227021,3.37749880923e-15
"80","Androgen","NCAPD3",8.44090141153,7.14774480358e-15
"81","Androgen","AZGP1",5.81835009695,8.18288355798e-15
"82","Androgen","ACP3",-3.01472809845,9.00291293176e-15
"83","Androgen","TSPAN3",-3.04694823602,1.12547644848e-14
"84","Androgen","IGF1",2.68011765402,1.2751416508e-14
"85","Androgen","PDE9A",2.90020939568,1.59121713278e-14
"86","Androgen","SYTL2",-5.38953615735,1.70753611118e-14
"87","Androgen","PPP2CB",2.35261800325,2.77063337755e-14
"88","Androgen","MYNN",-2.91880437202,2.8020413312e-14
"89","Androgen","RAB3B",4.39309957965,3.31498643161e-14
"90","Androgen","SEC14L2",4.38852738911,3.44312983136e-14
"91","Androgen","PSMD8",3.65732836091,3.63130513581e-14
"92","Androgen","UBE2J1",3.76002103397,3.79580818639e-14
"93","Androgen","FUT8",-4.40595359044,7.24871844689e-14
"94","Androgen","PAK1IP1",7.6919315634,9.46159629764e-14
"95","Androgen","MANEA",-4.00414637037,1.16701147392e-13
"96","Androgen","GCG",-2.17133592689,1.25162965851e-13
"97","Androgen","SELENOP",6.33678058131,1.28014635193e-13
"98","Androgen","TRPM8",3.83541868895,1.47502166728e-13
"99","Androgen","SCAP",2.92921089044,1.59470971519e-13
"100","Androgen","MCCC2",2.80800480204,2.00838093529e-13
"101","Androgen","NNMT",6.09032697311,2.16581961309e-13
"102","Androgen","GREB1",5.56495649091,2.46032761119e-13
"103","Androgen","ABHD2",5.229518364,2.71211216891e-13
"104","Androgen","PNLIP",2.44136328553,3.39165013782e-13
"105","Androgen","MAPK6",3.24653513246,3.75198904584e-13
"106","Androgen","TNFAIP8",6.83059409493,4.63827179666e-13
"107","Androgen","TMEM38B",-4.13283619758,6.11108164504e-13
"108","Androgen","KALRN",-1.18918847198,6.46161953203e-13
"109","Androgen","MPZL1",2.503403837,7.39867775201e-13
"110","Androgen","ZBTB10",4.66305998722,1.08254288997e-12
"111","Androgen","COLEC12",-3.87535587493,1.13932664369e-12
"112","Androgen","DENND1B",-3.51973011425,1.34688526082e-12
"113","Androgen","TRIM45",-2.4815293526,1.47711774545e-12
"114","Androgen","RAB27A",4.18865850226,1.6075943172e-12
"115","Androgen","GRB10",-4.89075851789,1.62730156786e-12
"116","Androgen","AKAP5",2.36868028532,1.75172086517e-12
"117","Androgen","SNRK",-2.28589368592,2.59253083265e-12
"118","Androgen","KLK15",1.28276459453,2.68051284415e-12
"119","Androgen","SAYSD1",-1.61029533463,2.91571786653e-12
"120","Androgen","TRIM36",3.33793117497,3.10259993292e-12
"121","Androgen","ORC5",3.28469858407,3.61241937669e-12
"122","Androgen","PLA2G5",1.60273782257,3.72745254988e-12
"123","Androgen","CHKA",3.74431578374,3.73027353164e-12
"124","Androgen","ABCC1",3.44972478714,6.56043273517e-12
"125","Androgen","PPP1CB",3.35835556015,7.79943658535e-12
"126","Androgen","BARD1",-4.80969112827,8.86871155756e-12
"127","Androgen","HEBP2",2.81694520151,9.40472773089e-12
"128","Androgen","OLA1",2.33763911297,1.00332435749e-11
"129","Androgen","TENM1",2.37952949137,1.14222825071e-11
"130","Androgen","GALNT10",-2.97199575307,1.3077162187e-11
"131","Androgen","CREBZF",-1.84097927528,1.71054008359e-11
"132","Androgen","INPP4B",4.80451897788,1.73491156122e-11
"133","Androgen","MAN1A1",-6.21456367095,1.88463483718e-11
"134","Androgen","RARB",2.7037332567,2.41731168855e-11
"135","Androgen","SLC43A1",4.03557670537,2.6367595862e-11
"136","Androgen","PPFIBP2",2.94436167377,2.86685616907e-11
"137","Androgen","ST6GALNAC5",-2.39871940096,3.08381303237e-11
"138","Androgen","PCTP",3.41095116797,3.14637280802e-11
"139","Androgen","PITX1",-2.68040248873,3.20819791436e-11
"140","Androgen","IRS2",6.85366315869,3.68713737725e-11
"141","Androgen","MYRIP",-3.01545080602,4.14787662831e-11
"142","Androgen","FECH",2.56997936462,5.09483813931e-11
"143","Androgen","SOCS2",4.66149336276,6.48113052058e-11
"144","Androgen","MYCBP2",2.53763323677,6.53027187236e-11
"145","Androgen","SLC35F2",4.53735066489,6.75325850211e-11
"146","Androgen","MAPRE2",-1.92481153106,6.92422640553e-11
"147","Androgen","TULP4",-3.19079944336,8.63412438326e-11
"148","Androgen","ATP1A1",2.77926385092,8.64986323506e-11
"149","Androgen","SEC24D",2.95807251287,8.94426526526e-11
"150","Androgen","PTPN21",2.06260525556,8.98738220828e-11
"151","Androgen","KCND2",2.76909126593,9.17071596519e-11
"152","Androgen","TRPS1",-3.76135107079,9.5292660199e-11
"153","Androgen","FICD",3.21752457891,1.21876322929e-10
"154","Androgen","ZNF613",1.74072240514,1.42344587343e-10
"155","Androgen","PFKFB2",1.89195656962,1.47337510425e-10
"156","Androgen","TIPARP",8.33235975736,1.5252635249e-10
"157","Androgen","EFCAB11",-1.68724970775,1.70710330324e-10
"158","Androgen","CNGB3",1.07824343485,1.83849700174e-10
"159","Androgen","ZBTB43",-3.14677333308,2.36331309999e-10
"160","Androgen","SLC16A6",6.47193846835,2.4294971901e-10
"161","Androgen","ATMIN",2.74457562546,2.55327143474e-10
"162","Androgen","SPRYD7",2.27908159478,2.59445352034e-10
"163","Androgen","NEDD4L",3.64754064957,2.7839986865e-10
"164","Androgen","INSL5",-1.38488146249,3.42510466891e-10
"165","Androgen","DBI",5.25429582369,3.52477165734e-10
"166","Androgen","MAP9",3.21986327804,4.23833566163e-10
"167","Androgen","DNAJB9",4.90128301361,4.62764475602e-10
"168","Androgen","LIN7B",2.01617513997,4.71936084494e-10
"169","Androgen","MID1",-3.30355895531,4.86415870237e-10
"170","Androgen","PRKCH",3.08552297923,5.62547573566e-10
"171","Androgen","LONRF1",2.31269620134,6.20524020213e-10
"172","Androgen","NT5DC3",3.00507292311,7.39052299493e-10
"173","Androgen","INTS8",-2.77270714922,7.42442628128e-10
"174","Androgen","DIO1",-3.05812302105,7.58888543348e-10
"175","Androgen","WNT7B",2.72154168855,8.47740270989e-10
"176","Androgen","FAM110B",2.69257628281,8.53962453823e-10
"177","Androgen","TUT7",2.48455310046,8.8861592842e-10
"178","Androgen","HPGD",7.53897406539,9.35964874494e-10
"179","Androgen","AMIGO2",-8.63080529272,9.77793228786e-10
"180","Androgen","CPEB3",2.40572209123,1.08410482486e-09
"181","Androgen","TAPT1",-1.42027667075,1.25884572942e-09
"182","Androgen","CARTPT",1.18448677234,1.26225342479e-09
"183","Androgen","TGM3",-1.80271650331,1.28955521377e-09
"184","Androgen","ZBBX",-1.67411043802,1.30661262069e-09
"185","Androgen","EFHC2",-1.70612091232,1.31281897234e-09
"186","Androgen","TEX2",3.29953815655,1.47027962719e-09
"187","Androgen","MTOR",1.5902665705,1.54001481782e-09
"188","Androgen","ACSM1",1.1669406865,1.54534035576e-09
"189","Androgen","ABCG2",-4.0165473862,1.78800511312e-09
"190","Androgen","DCAF6",2.66396654933,1.97802850057e-09
"191","Androgen","APOF",-1.30792748615,2.15078706873e-09
"192","Androgen","SPTLC3",-2.80921636126,2.22139689582e-09
"193","Androgen","BBX",2.96983477776,2.43633895335e-09
"194","Androgen","LCP1",3.69256277711,3.97017294135e-09
"195","Androgen","SLC19A2",5.2802632482,4.40199668828e-09
"196","Androgen","DEGS1",5.09409858841,4.61399204185e-09
"197","Androgen","LTN1",-2.45145984002,4.94194318553e-09
"198","Androgen","STK17B",3.69386229774,7.36006984696e-09
"199","Androgen","SEC24B",2.81452395167,8.73806849154e-09
"200","Androgen","ACACA",2.29560033323,1.10813681628e-08
"201","Androgen","SSR1",2.21951608034,1.12046997343e-08
"202","Androgen","PARVA",2.05191252043,1.1221109783e-08
"203","Androgen","GNAI1",3.33506333071,1.1395099369e-08
"204","Androgen","PNMA1",3.46477927765,1.45315982233e-08
"205","Androgen","GCFC2",3.10998663403,1.54607639326e-08
"206","Androgen","GUCY1A1",2.68468055138,1.63189739171e-08
"207","Androgen","SLC12A6",-2.69364780416,1.82016878823e-08
"208","Androgen","CNGA1",-1.62093538099,1.91306498206e-08
"209","Androgen","BMERB1",-2.08985897544,2.0222593763e-08
"210","Androgen","ARHGAP6",1.78568950794,2.02490139862e-08
"211","Androgen","APPBP2",2.98388803447,2.11443223161e-08
"212","Androgen","MYLK",-3.09341914654,2.13581500628e-08
"213","Androgen","FZD3",-2.98379494341,2.16476583639e-08
"214","Androgen","MICU1",-2.34111100285,2.59324577929e-08
"215","Androgen","TNFRSF10B",2.9047619247,2.60829642091e-08
"216","Androgen","BCAP29",2.12459040854,2.96716086527e-08
"217","Androgen","SERP1",2.07945113128,3.53224328901e-08
"218","Androgen","SERPINI1",-3.49727417709,4.17098333672e-08
"219","Androgen","EHF",3.17740626045,4.19857055035e-08
"220","Androgen","ZNF350",1.93306551564,4.25368142404e-08
"221","Androgen","LUZP2",-1.72833458159,4.42180202536e-08
"222","Androgen","HOXB13",-2.19614292827,4.43167582471e-08
"223","Androgen","CNKSR2",1.81552916332,4.91129817119e-08
"224","Androgen","CHPT1",2.70747417305,5.48538727506e-08
"225","Androgen","CYTH1",2.05235658595,5.6930462741e-08
"226","Androgen","ADGRV1",-1.04444493964,5.70030226047e-08
"227","Androgen","BCHE",-3.7747380705,5.71775828861e-08
"228","Androgen","PTBP2",-2.01737422916,5.75825848674e-08
"229","Androgen","MTMR2",2.13646736344,5.90541622527e-08
"230","Androgen","HSD17B11",3.38981276512,6.31347193847e-08
"231","Androgen","SPOCK1",4.06659802779,6.44988195273e-08
"232","Androgen","PRR15L",3.8148997976,6.65428457657e-08
"233","Androgen","GMPPA",1.81423577606,7.14395755523e-08
"234","Androgen","ANKH",2.8727763393,7.88276437149e-08
"235","Androgen","WDR44",1.65933530683,7.905629638e-08
"236","Androgen","RALB",-2.7136056361,8.08248407148e-08
"237","Androgen","DGKH",-1.98986609522,8.39415248297e-08
"238","Androgen","MAP7D1",2.53725242721,8.64867972696e-08
"239","Androgen","ERP44",1.28062539593,8.89037360011e-08
"240","Androgen","RNF43",-2.71153223536,9.61298563099e-08
"241","Androgen","CCDC93",-1.70367008115,1.06753603046e-07
"242","Androgen","RBFOX2",-1.41364504815,1.13280737203e-07
"243","Androgen","KDELR2",2.30663488162,1.17267932479e-07
"244","Androgen","LYVE1",5.51200140972,1.23335210972e-07
"245","Androgen","ADAM22",-1.02603873533,1.26541474087e-07
"246","Androgen","PKP4",-2.04715052488,1.42419587347e-07
"247","Androgen","KLF5",5.16023531883,1.50653877522e-07
"248","Androgen","ERN1",2.62980505762,1.56363609806e-07
"249","Androgen","LPCAT4",-1.8180060553,1.57148314974e-07
"250","Androgen","NDRG1",10.6219803008,1.77876606382e-07
"251","Androgen","ATP11B",1.82642076165,1.91677268431e-07
"252","Androgen","CREB3L2",2.1923341289,1.9841214138e-07
"253","Androgen","HERPUD1",3.35136776356,2.0130880713e-07
"254","Androgen","NAT1",4.36766134969,2.13500405012e-07
"255","Androgen","SRP19",2.67846488051,2.17297957266e-07
"256","Androgen","PLPPR1",-1.46434922314,2.19624795899e-07
"257","Androgen","SYNJ1",2.07659998881,2.26903692841e-07
"258","Androgen","GHR",4.77678266193,2.26910551446e-07
"259","Androgen","HIPK2",2.87229300848,2.33741663806e-07
"260","Androgen","TAOK3",2.08293403934,2.4991141314e-07
"261","Androgen","NOVA1",-1.27304909761,2.73965494347e-07
"262","Androgen","BMPR1A",2.36619063166,2.8370368289e-07
"263","Androgen","DDX42",-1.7999277269,2.98177433095e-07
"264","Androgen","ABCG1",-2.79240214286,3.10007934248e-07
"265","Androgen","PRKCA",2.05003702997,3.28723828467e-07
"266","Androgen","ZFHX3",1.59320191762,3.31475960841e-07
"267","Androgen","NPC1",2.16840971584,3.33649690857e-07
"268","Androgen","PRDX6",2.22400670798,3.55708423106e-07
"269","Androgen","GPER1",-2.0719187497,3.70075139933e-07
"270","Androgen","IL1R1",3.39643427486,3.70640908134e-07
"271","Androgen","PDSS2",-0.9780308425,4.23969145741e-07
"272","Androgen","EPB41L4B",1.34656840482,4.31854453016e-07
"273","Androgen","GORASP2",1.92648208185,4.35307159684e-07
"274","Androgen","GASK1B",-5.301028616,4.39698459522e-07
"275","Androgen","MYH10",-2.59813156103,4.57770600059e-07
"276","Androgen","PLPP2",-2.17133442791,5.72784728718e-07
"277","Androgen","SLC20A2",-2.31873600468,5.73913412356e-07
"278","Androgen","COBL",-2.28704554045,5.9238907814e-07
"279","Androgen","PAK1",-1.93543786313,6.93846766688e-07
"280","Androgen","TMEM47",3.5903229101,7.16906054674e-07
"281","Androgen","CDC42EP3",4.79784377384,7.17272197501e-07
"282","Androgen","ERGIC2",1.84324988036,7.35709057142e-07
"283","Androgen","NDUFV1",-1.29549843003,7.38465978704e-07
"284","Androgen","RNFT2",-1.86742520312,7.44166907256e-07
"285","Androgen","TSPAN5",-2.38404860756,7.5133958243e-07
"286","Androgen","SEMA6A",-2.61147346288,7.52584668261e-07
"287","Androgen","SC5D",2.37507635146,7.95021762114e-07
"288","Androgen","CAMK1D",-1.85267427864,8.02723374675e-07
"289","Androgen","SLC44A1",-2.28323607657,8.24519845671e-07
"290","Androgen","SAP30",1.91996836724,8.65170325637e-07
"291","Androgen","REPS2",2.44558558873,8.76710841411e-07
"292","Androgen","RREB1",0.910165100939,8.83479799095e-07
"293","Androgen","LRCH1",1.95417863244,9.15652610879e-07
"294","Androgen","THRB",2.04653988374,9.15798469394e-07
"295","Androgen","STK3",-1.74725434012,9.755003342e-07
"296","Androgen","PTPRR",-3.4979980752,9.97050014458e-07
"297","Androgen","SMPD2",2.00896147935,1.00839506967e-06
"298","Androgen","UQCC1",-1.39363356804,1.04468750045e-06
"299","Androgen","CLGN",3.62954455627,1.09429234571e-06
"300","Androgen","PGM3",2.4241280143,1.11737523604e-06
"301","EGFR","LZTFL1",-1.87387692925296,2.08099554876229e-18
"302","EGFR","PHLDA2",3.50513834140141,2.05306243609827e-17
"303","EGFR","DUSP6",12.629312588446,6.53732395547406e-17
"304","EGFR","DUSP5",7.94303950699731,6.86669004950015e-17
"305","EGFR","PHLDA1",6.61962612874247,3.41069329471772e-16
"306","EGFR","CRIPT",-2.04493786986832,3.77813132457768e-16
"307","EGFR","DUSP4",6.96717967147409,5.48750576591352e-16
"308","EGFR","EPHA2",5.41118410206543,6.19938297458677e-16
"309","EGFR","MCCC1",-2.17032352979398,3.20000613262998e-15
"310","EGFR","HAS3",2.92373776511949,4.89872137315521e-15
"311","EGFR","VAV3",-3.38648503621611,5.04961187883773e-15
"312","EGFR","FOSL1",7.64782979533842,6.80646496835196e-15
"313","EGFR","SENP7",-2.11034378289699,1.03286730531973e-14
"314","EGFR","BZW1",2.74615194948898,1.08160939807519e-14
"315","EGFR","EGR4",2.95307638542232,3.19810027419128e-14
"316","EGFR","POT1",-1.83330085840256,4.84124580807887e-14
"317","EGFR","LAMC2",3.92011572340227,6.32100794517738e-14
"318","EGFR","ATG2B",-1.64558044699328,7.2057042507037e-14
"319","EGFR","NR1D2",-3.08327244867749,7.3112243484365e-14
"320","EGFR","LARP7",-0.91707745578243,1.24472884028883e-13
"321","EGFR","MYO1A",0.994778119514043,1.38208563094451e-13
"322","EGFR","GOLPH3L",-2.7415248706061,1.62567914772572e-13
"323","EGFR","KIAA1522",-2.50694146733729,1.85618812073273e-13
"324","EGFR","ADORA1",1.26781000839001,2.69540921364344e-13
"325","EGFR","RABGAP1",-1.26940025889934,2.69581422557506e-13
"326","EGFR","SYF2",-1.40763575246807,3.13714310399917e-13
"327","EGFR","BBIP1",-1.18431895823292,3.59274513794055e-13
"328","EGFR","PCMTD2",-2.19537544632596,4.03424542969e-13
"329","EGFR","CHRNA10",0.689980899769992,4.6780492812745e-13
"330","EGFR","MARF1",-2.29846851744686,4.76513789509986e-13
"331","EGFR","RETREG3",-2.12231778440029,5.55549731803887e-13
"332","EGFR","PNP",4.64361994164597,5.97532166569382e-13
"333","EGFR","ATXN3",-1.27427867376912,6.11584012153376e-13
"334","EGFR","ETFDH",-1.66845875498315,6.39085668355988e-13
"335","EGFR","SPOCD1",4.29568940121941,6.90564814191275e-13
"336","EGFR","NBR1",-1.99720336416486,1.13585665509965e-12
"337","EGFR","TRIB1",3.91779438327681,1.19739035615098e-12
"338","EGFR","ELF2",-1.34292870001263,1.26989480436963e-12
"339","EGFR","PLEK2",3.43925696360287,1.44644287558582e-12
"340","EGFR","CLDN8",-2.01870784848733,1.98988739076034e-12
"341","EGFR","ZNF224",-1.39730985547392,2.07467947373391e-12
"342","EGFR","CBARP",0.979442478621881,2.5590335902141e-12
"343","EGFR","RNF146",-2.17082116400212,2.58250004018122e-12
"344","EGFR","EAPP",-2.23989973033089,2.72426397359463e-12
"345","EGFR","BSDC1",-1.26936896809616,2.7954697879658e-12
"346","EGFR","RAB33B",-1.78364281596369,3.0490757330867e-12
"347","EGFR","MBTPS1",-1.40660137547869,3.46066638983615e-12
"348","EGFR","MDFI",1.16010907259944,4.06401123984654e-12
"349","EGFR","KCNF1",1.57587573013671,4.13941791905429e-12
"350","EGFR","RBM48",-1.05377423830237,4.16423075870981e-12
"351","EGFR","KLHDC2",-3.59392965455908,5.33625379126342e-12
"352","EGFR","AEN",2.98740289742821,5.36706555323295e-12
"353","EGFR","PWP2",1.17248838378621,5.59225605006803e-12
"354","EGFR","DYNC2LI1",-1.43023860195831,6.10405721479443e-12
"355","EGFR","CCDC28A",-3.1018147713204,6.80054730805061e-12
"356","EGFR","EFHC1",-2.03460366013141,7.09856302903863e-12
"357","EGFR","XRCC3",1.48795707507058,7.44397669550959e-12
"358","EGFR","SPATA2L",1.75649766839173,7.5572386495486e-12
"359","EGFR","SLC45A3",1.9024389018056,8.61208745016952e-12
"360","EGFR","WDR19",-1.49378942406405,8.97814783382048e-12
"361","EGFR","TRH",0.771964661380765,9.40746359837555e-12
"362","EGFR","TMEM59",-1.8640664265804,9.42457078039621e-12
"363","EGFR","CEPT1",-0.994593734124264,1.20278847694673e-11
"364","EGFR","ZNF75D",-1.31581947344587,1.44128967910866e-11
"365","EGFR","TUBB4B",4.08451020763625,1.65630497932193e-11
"366","EGFR","HMOX2",1.71963797256777,1.7181624062145e-11
"367","EGFR","ODC1",4.67855082896383,1.72765397274496e-11
"368","EGFR","EXD3",0.779924513470947,1.75010372357754e-11
"369","EGFR","RCOR3",-1.67077239348084,1.75714566033834e-11
"370","EGFR","ZNF350",-1.26350006747404,2.16437226905923e-11
"371","EGFR","DCAF13",1.43423295705024,2.2202644369317e-11
"372","EGFR","N4BP2L2",-1.59401464603044,2.3300352730617e-11
"373","EGFR","AJUBA",-3.19326466262031,2.39593847692888e-11
"374","EGFR","MMUT",-1.69086957005589,2.45759243680692e-11
"375","EGFR","CFL1",1.32924547866267,2.77853193596486e-11
"376","EGFR","GPR75",1.03703951529263,2.80238415907666e-11
"377","EGFR","TRIM52",-2.01216033190721,3.24504018804949e-11
"378","EGFR","ZNF451",-1.05600688074436,4.21440890379188e-11
"379","EGFR","GRAMD1C",-2.79709199268972,4.44433120737333e-11
"380","EGFR","C2CD5",-1.93904307015901,5.24568735600833e-11
"381","EGFR","ZNF571",-1.903966941986,6.06718270312257e-11
"382","EGFR","ZBED8",-3.11684877428265,6.27685088014365e-11
"383","EGFR","PTHLH",3.6139766530131,6.99501749971927e-11
"384","EGFR","CARF",-1.60128408140437,8.6728873587739e-11
"385","EGFR","SH2D5",2.43213297611947,8.67884735790569e-11
"386","EGFR","ZSCAN31",-3.10009170888316,8.86660977878158e-11
"387","EGFR","MYEOV",1.72663243437403,9.22206984933342e-11
"388","EGFR","PNISR",-1.59538804318438,1.00011258331448e-10
"389","EGFR","TTC33",-1.38440898157233,1.02402302925084e-10
"390","EGFR","DSPP",2.35038711269519,1.08195656755629e-10
"391","EGFR","ANAPC16",-1.82101835805423,1.19326758759978e-10
"392","EGFR","EGR3",6.27141550111319,1.28710659028816e-10
"393","EGFR","FOXN3",-1.67954301259901,1.29270452451161e-10
"394","EGFR","PEX1",-1.66166240906158,1.44167713705182e-10
"395","EGFR","TOMM34",1.80597879298749,1.51000017281813e-10
"396","EGFR","ABHD18",-1.2730325781368,1.55790523324653e-10
"397","EGFR","NPNT",-1.87135596634344,1.60121822907369e-10
"398","EGFR","SUDS3",-2.19531961765194,1.60984902190309e-10
"399","EGFR","GABARAPL1",-2.95964345352502,1.68256169248599e-10
"400","EGFR","AUH",-2.19400351460581,1.70364639746823e-10
"401","EGFR","CDKN1B",-3.267665796592,1.77632342999361e-10
"402","EGFR","HACE1",-2.48946187528862,1.79836473432698e-10
"403","EGFR","TPM3",0.924111491743276,2.05128050286142e-10
"404","EGFR","RELT",2.29165301407767,2.25360501838096e-10
"405","EGFR","CREG1",-2.11342444878467,2.39890997283882e-10
"406","EGFR","GAL",2.16277575187849,2.47309831583734e-10
"407","EGFR","CD160",0.762055840881122,2.64850571256608e-10
"408","EGFR","ZBTB3",-1.41817297699195,2.7345177082794e-10
"409","EGFR","C11orf54",-2.59084283821753,2.8945723926797e-10
"410","EGFR","HOXC6",-2.42699297906554,2.9548168493502e-10
"411","EGFR","LIPG",3.61106578296836,3.05827828083008e-10
"412","EGFR","STX1A",1.69688783207693,3.10107764792251e-10
"413","EGFR","USP36",1.59254306774406,3.20892908755074e-10
"414","EGFR","ASB8",-1.43939751861541,4.0028455277995e-10
"415","EGFR","NNT",-1.50642252375561,4.46839834399848e-10
"416","EGFR","USP48",-0.987519609373232,4.85582658043539e-10
"417","EGFR","ALOXE3",1.87497320027495,5.11775858795773e-10
"418","EGFR","ZNHIT3",-1.29726914477624,5.12063715560604e-10
"419","EGFR","ZFP2",-1.11897580998605,5.26889237288232e-10
"420","EGFR","SLC20A1",5.14750431203341,5.27191983564929e-10
"421","EGFR","CDIPT",-1.67323908018066,5.33274634161233e-10
"422","EGFR","SEC14L2",1.38341251854441,6.07061355977065e-10
"423","EGFR","IFT80",-2.01172497620592,6.40445814041229e-10
"424","EGFR","CCDC6",-1.72081462051235,6.63901168956896e-10
"425","EGFR","CEP68",-1.6695548170153,6.65969156577451e-10
"426","EGFR","ZNF696",1.12281215571101,6.98934294917247e-10
"427","EGFR","ZBTB44",-1.78095048123958,7.72170178321932e-10
"428","EGFR","IER2",4.08664228744512,7.73688528608053e-10
"429","EGFR","MMP1",7.64875314135371,8.43626663195099e-10
"430","EGFR","TUBB6",3.1450664481421,8.44857555925889e-10
"431","EGFR","JRKL",-0.999424572438277,8.71447129267364e-10
"432","EGFR","RAB11FIP4",-1.05279481093966,8.85067236023964e-10
"433","EGFR","KLHL24",-3.62900281235616,9.04972012795074e-10
"434","EGFR","IFT74",-1.67376065446735,9.28477619494114e-10
"435","EGFR","KRT6A",2.62927167775161,9.30554348028064e-10
"436","EGFR","FAAH2",-1.7313225535791,9.31668648592571e-10
"437","EGFR","LRRC8E",0.947703934099901,9.33210839316601e-10
"438","EGFR","TRIM23",-1.69658182159265,1.04155126498308e-09
