"","source","target","mor"
"19969","En1","Slc18a2",1
"19970","Pitx3","Aldh1a1",1
"19971","Pitx3","Slc18a2",1
"19972","Stat6","Il27",1
"19973","Nr2c2","Traf6",1
"19974","Nr2c2","Il6",1
"19975","Rela","Il12a",1
"19976","Tp53","Vhl",1
"19977","Vhl","Tp53",1
"19978","Gli2","Col10a1",-1
"19979","Gli3","Col10a1",1
"19980","Smad1","Ezh2",1
"19981","Smad1","Fgfr1",1
"19982","Smad1","Krt27",1
"19983","Smad1","Me3",1
"19984","Smad6","Fgfr1",1
"19985","Smad6","Kras",1
"19986","Smad6","Krt27",1
"19987","Smad6","Me3",1
"19988","Smad1","Parvb",1
"19989","Mef2c","Ptp4a3",1
"19990","Tp53","Gnaq",1
"19991","Ar","Rhd",1
"19992","Etv4","Egln1",1
"19993","Fos","F7",1
"19994","Fos","Mmp7",1
"19995","Dnmt1","F7",1
"19996","Dnmt1","Mmp7",1
"19997","Ssrp1","Cyp11b2",1
"19998","Nfatc2","Cbx3",1
"19999","Hey2","Mmp10",1
"20000","Lhx8","Bdnf",1
"20001","Pitx2","Aldh5a1",1
"20002","Pitx2","Gabrb3",1
"20003","Egr3","Gabrb3",1
"20004","Mef2a","Gabrb3",1
"20005","Irf3","Ifnar1",1
"20006","Esr1","Birc3",1
"20007","Kat7","Birc3",1
"20008","Ar","Rab3b",1
"20009","Nkx3-1","Rab3b",1
"20010","Sp1","Fas",1
"20011","Hoxa7","Hoxa7",1
"20012","Hoxa7","Pcgf2",1
"20013","Pcgf2","Hoxa7",-1
"20014","Hif1a","Abcc8",1
"20015","E2f1","Mmp14",1
"20016","E2f1","Mmp15",1
"20017","Hnf4a","Prdm5",1
"20018","Prdm5","Prdm5",1
"20019","Cebpb","Bdnf",1
"20020","Esr1","Snai1",1
"20021","Snai1","Esr1",1
"20022","Esr1","Prmt2",1
"20023","Klf6","Gck",1
"20024","Nfkb2","Dapk1",-1
"20025","Tfam","Bcl2l1",1
"20026","Spi1","Insr",1
"20027","Zbtb17","Rb1",1
"20028","Gata6","Slc2a4",1
"20029","Esr1","Itk",1
"20030","Myb","Itk",1
"20031","Myb","Cdh1",-1
"20032","Atf6","Bglap",1
"20033","Atf6","Bglap3",1
"20034","Atf6","Bglap2",1
"20035","Atf6","Tcirg1",1
"20036","Hif1a","Slc2a3",1
"20037","Nfatc1","Nfatc2ip",1
"20038","Nfatc1","Traf2",1
"20039","Nfatc2","Nfatc2ip",1
"20040","Nfatc2","Traf2",1
"20041","Ets1","Junb",1
"20042","Hbp1","Mcl1",1
"20043","Stat3","Plk1",1
"20044","Kat5","Myb",1
"20045","Kat5","Myc",1
"20046","Jarid2","Notch1",1
"20047","Jarid2","Setdb1",1
"20048","Sp7","Vegfa",1
"20049","Pax3","Pax6",-1
"20050","Pax6","Pax3",1
"20051","Spi1","H2-T23",1
"20052","Spi1","Gstp1",1
"20053","Spi1","Gstp2",1
"20054","Tbx15","Msi1",1
"20055","Hif1a","Kcnmb1",1
"20056","Klf3","Wee1",-1
"20057","Hif1a","Btg2",1
"20058","Hif1a","Ndrg1",1
"20059","Ahr","Fshr",1
"20060","Myb","Kdr",1
"20061","Tp53","Kmt5a",1
"20062","Tp63","Kmt5a",1
"20063","Eomes","Il5",1
"20064","Stat3","Nox1",1
"20065","Pitx2","Ednra",1
"20066","Pitx2","Nox1",1
"20067","Pitx2","Prkcg",1
"20068","Pitx2","Prkch",1
"20069","Stat3","Prkcg",1
"20070","Stat3","Prkch",1
"20071","Mycn","Ccne1",1
"20072","Gata3","Foxc1",-1
"20073","Esr1","Pbx1",1
"20074","Pbx1","Esr1",1
"20075","Stat5a","Socs6",1
"20076","Stat5b","Socs6",1
"20077","Irf3","Il23a",1
"20078","Atf4","Mcl1",1
"20079","Ar","Lin28a",1
"20080","Sall3","Sall3",1
"20081","Sall3","Sall4",1
"20082","Sall4","Sall3",-1
"20083","Smad4","Pak1",1
"20084","Ssrp1","Pak1",1
"20085","Tcf12","Cdh1",-1
"20086","Tcf12","Fn1",1
"20087","Nfyb","Ier5",1
"20088","Nfyb","Cdc25b",1
"20089","Kat5","Sart3",1
"20090","Lhx2","Fshb",1
"20091","Sp1","Ctse",1
"20092","Pax8","Cdh17",1
"20093","E2f1","Mcph1",1
"20094","Sp3","Apba1",1
"20095","Sp3","App",1
"20096","Rela","Cldn5",-1
"20097","Gata1","Plk2",1
"20098","Atf3","Epo",1
"20099","Jun","Epo",1
"20100","Tbx15","Egfr",1
"20101","Cebpb","Mapk8",1
"20102","Stat3","Enpp2",1
"20103","Erg","Pim1",1
"20104","Erg","Ccnb1",1
"20105","Ascl1","Hbb-y",1
"20106","Ascl1","Hbb-bh1",1
"20107","Pparg","F3",-1
"20108","Rbpj","Abcc1",1
"20109","Esr1","Hoxc10",1
"20110","Esr2","Hoxc10",1
"20111","Kmt2a","Hoxc10",1
"20112","Kmt2b","Hoxc10",1
"20113","Ezh2","Aldh1a1",-1
"20114","Ezh2","Dact3",-1
"20115","Ezh2","Sstr1",-1
"20116","Myc","Bag2",1
"20117","Sp1","Bag2",1
"20118","Kat8","Fgfr1",1
"20119","Kdm5b","Krt16",1
"20120","Mbd2","Krt16",1
"20121","Pou5f1","Myod1",-1
"20122","Jun","Irak3",1
"20123","Smarca1","Cecr2",1
"20124","Smarca5","Cecr2",1
"20125","Ar","Jpt1",1
"20126","Ar","Steap4",1
"20127","Sp1","Abcg1",1
"20128","Pgr","Ihh",1
"20129","Hnf4a","Soat2",1
"20130","Nr0b2","Acat2",-1
"20131","Tp53","Tpt1",-1
"20132","Snai1","Akt1",1
"20133","Snai1","Akt2",1
"20134","Elf3","Mmp13",1
"20135","Elf4","Elf4",1
"20136","Gfi1b","Elf4",1
"20137","Cnot4","App",1
"20138","Myc","Rhoa",1
"20139","Kat5","Tnfrsf11a",1
"20140","Ncoa3","Cdk1",1
"20141","Ncoa3","Ppp1cc",1
"20142","Foxo1","Men1",1
"20143","Stat5a","Fgf21",1
"20144","Ssrp1","Ghr",1
"20145","Nr2c2","Tab2",1
"20146","Gtf3a","Kdr",1
"20147","Foxc2","Kdr",1
"20148","Tfcp2","Mmp9",1
"20149","Ar","Gpt",1
"20150","Lef1","Mmp2",1
"20151","Ssrp1","Scnn1g",1
"20152","Pparg","Scnn1a",1
"20153","Nhlh2","Maoa",1
"20154","Sp1","Cers2",1
"20155","Klf6","Cers2",1
"20156","Hes1","Notch2",1
"20157","Notch1","Hey1",1
"20158","Hey1","Notch1",1
"20159","Hey1","Notch2",1
"20160","Nr2f1","Cyp11b2",1
"20161","Wt1","Srpk1",1
"20162","Arid3a","Cdkn1a",1
"20163","Pias3","Esr1",1
"20164","Esr1","Pias3",1
"20165","Nr2e3","Esr1",1
"20166","Kmt2a","Asb2",1
"20167","Jund","Gcm1",1
"20168","Gcm1","Jund",1
"20169","Nfe2","Gcm1",1
"20170","Jund","Oga",1
"20171","Kat7","Gcm1",1
"20172","Nfe2","Oga",1
"20173","Evx1","Inhba",1
"20174","Rela","Lta",1
"20175","Ddit3","Pkd1",1
"20176","Gata2","Casp3",1
"20177","Gata2","Tp53",1
"20178","Tp53","Gata2",1
"20179","Ezh2","Ar",1
"20180","Gata6","Dusp16",1
"20181","Gata6","Mapk8",1
"20182","Tfap2a","Ifngr1",1
"20183","Esr1","Irs1",1
"20184","Rora","Fasn",1
"20185","Tp53","Dcaf1",1
"20186","Cebpa","Rnf144a",-1
"20187","Mta1","Rnf144a",-1
"20188","Mta1","Epha2",-1
"20189","Hic1","Epha2",-1
"20190","Tp53","Cep55",-1
"20191","Tp53","Slc16a1",1
"20192","Sp1","Dlk2",1
"20193","Gtf3a","Bok",1
"20194","Srf","Bok",1
"20195","E2f1","Cdk2",1
"20196","Rela","Nampt",1
"20197","Rorb","Rorb",1
"20198","Hnf4a","Scarb1",1
"20199","Arx","Arx",1
"20200","Arx","Lmo1",-1
"20201","Arx","Shox2",-1
"20202","Shox2","Arx",1
"20203","Shox2","Lmo1",1
"20204","Isl1","Pitx1",1
"20205","Lhx3","Pitx1",1
"20206","Hic1","Adrb2",1
"20207","Nr2e1","Nr2e1",-1
"20208","Sox2","Nr2e1",1
"20209","Nr1h2","C3",1
"20210","Nr1h3","C3",1
"20211","Ar","Srd5a3",1
"20212","Irf7","Cysltr2",1
"20213","Ahr","Dpep1",1
"20214","Dnmt3a","Brca1",1
"20215","Dnmt3b","Brca1",1
"20216","Nr0b2","Mdm2",1
"20217","Hnf4a","Mdm2",1
"20218","Tp53","Fosl1",1
"20219","Stat2","Nfkb2",1
"20220","Stat2","Crebbp",1
"20221","Mlxipl","Gcgr",1
"20222","Ctcf","Cdh1",1
"20223","Ctcf","H2az1",1
"20224","Foxa1","Snai2",-1
"20225","Snai2","Foxa1",-1
"20226","Snai2","Klf4",-1
"20227","Klf4","Snai2",-1
"20228","Mta1","Hmmr",1
"20229","Jun","Hmmr",1
"20230","Aire","F11",1
"20231","Ybx1","E2f1",1
"20232","Meox1","Cdkn1a",1
"20233","Meox1","Cdkn2a",1
"20234","Hmga1","Mmp9",1
"20235","Ncor2","Mmp9",1
"20236","Pparg","Mmp9",-1
"20237","Clock","Ins2",1
"20238","Clock","Nefh",1
"20239","Clock","Th",1
"20240","Nkx2-1","Daxx",1
"20241","Id3","Il2rb",1
"20242","Nfil3","Il2rb",1
"20243","Esr1","Slc22a5",1
"20244","Nr4a2","Slc22a5",1
"20245","Figla","Figla",1
"20246","Znf24","Ctnnb1",1
"20247","Znf24","Ccnd1",1
"20248","Znf148","Tp53",1
"20249","Cxxc1","Nos2",1
"20250","Runx1","Gfra2",1
"20251","Runx1","Trpv1",1
"20252","Hr","Mcph1",1
"20253","Lmo2","Lck",1
"20254","Ctcfl","Fer",1
"20255","Grhl2","Cdc42se1",1
"20256","Zeb2","Itga5",1
"20257","Esr1","Skil",1
"20258","Skil","Esr1",1
"20259","Hsf1","Polk",1
"20260","Sp1","Mmp11",1
"20261","Runx3","Akt1",-1
"20262","Sox4","Cdkn1a",1
"20263","Atf4","Fgf21",1
"20264","Arid1a","Smarca2",1
"20265","Arid1b","Smarca4",1
"20266","Pbrm1","Smarca2",1
"20267","Pbrm1","Smarca4",1
"20268","Klf10","Pttg1",-1
"20269","Pitx2","Oca2",1
"20270","Mitf","Oca2",1
"20271","Gli3","Wnt2",1
"20272","Dmrt3","Wnt8b",1
"20273","Gli3","Wnt8b",1
"20274","Erg","Cldn5",1
"20275","Nfkb2","Irs1",1
"20276","Hbp1","Irs1",1
"20277","Hif1a","Ngb",1
"20278","Egr1","Ngb",1
"20279","Nfkb1","Ngb",1
"20280","Sp1","Ngb",1
"20281","Rel","Ngb",1
"20282","Rela","Ngb",1
"20283","E2f1","Sele",1
"20284","Foxo1","Ccl20",1
"20285","Ppara","Atp2a2",1
"20286","Pparg","Atp2a2",1
"20287","Atrx","Atrx",1
"20288","Cdx2","Atrx",1
"20289","Ddit3","Myod1",1
"20290","Cebpb","Ccnd1",1
"20291","Smarca5","Ccnd1",1
"20292","Runx2","Klk4",1
"20293","Jun","Ache",1
"20294","Jun","Slc4a4",1
"20295","Nfkb1","Ache",1
"20296","Nfkb1","Hp",1
"20297","Nfkb1","Slc4a4",1
"20298","Tp53","Slc4a4",1
"20299","Rora","Bhlhe40",1
"20300","Rora","Bhlhe41",1
"20301","Nfe2l2","Sod1",1
"20302","Bcl11b","Mdm2",1
"20303","Sp1","Serpina3c",1
"20304","Sp1","Serpina3k",1
"20305","Sp1","Serpina3m",1
"20306","Zbtb7b","Serpina3c",1
"20307","Zbtb7b","Serpina3k",1
"20308","Zbtb7b","Serpina3m",1
"20309","Nfe2l3","Pla2g7",1
"20310","Pparg","Cic",1
"20311","Ppara","Cic",1
"20312","Kat5","Birc2",1
"20313","Kat5","Xiap",1
"20314","Cebpa","Tp63",1
"20315","Tp63","Ebp",1
"20316","Tp63","Nqo1",1
"20317","Hmga1","Cdc25a",1
"20318","Stat3","Skp2",1
"20319","Irf9","Ifng",1
"20320","Rela","Ccn1",1
"20321","Tp53","Col4a1",1
"20322","Twist1","Rela",-1
"20323","Rela","Twist1",1
"20324","Zbtb7c","Cdkn1a",-1
"20325","Fosl1","Il11",1
"20326","Sp1","Mfn2",1
"20327","Ppara","Rbp4",1
"20328","Pparg","Rbp4",1
"20329","Nr1i2","Cyp3a13",1
"20330","Nr3c1","Cyp3a13",1
"20331","Runx3","Ncr1",1
"20332","Runx1","Fxyd2",1
"20333","Myb","Vav1",1
"20334","Srebf2","Usf1",-1
"20335","Rela","Jak1",1
"20336","Usf1","Tbx21",1
"20337","Klf9","Dkk1",1
"20338","Pgr","Dkk1",1
"20339","Pitx2","Tyr",1
"20340","Cebpa","Per2",1
"20341","Hr","Per2",1
"20342","Ar","Ctnnd2",1
"20343","Tp53","Trim8",1
"20344","Etv6","Ptpn13",1
"20345","Etv6","Fap",1
"20346","Irf8","Fap",1
"20347","Mixl1","Kdr",1
"20348","Sox2","Ntrk3",1
"20349","Ddit3","Nos3",-1
"20350","Foxo1","Ccnd1",-1
"20351","Nfat5","Ddx17",1
"20352","Nfat5","Ddx5",1
"20353","Esr2","Imp3",1
"20354","Esr1","Imp3",1
"20355","Esr2","Egfr",-1
"20356","Etv2","Prkaca",1
"20357","Creb1","Etv2",1
"20358","Etv2","Etv2",1
"20359","Foxa2","Mmp7",1
"20360","Tp53","Cdk6",1
"20361","Ppard","Mat2a",1
"20362","Pparg","Mat2a",-1
"20363","Ppara","Mat2a",1
"20364","Pgr","Plin2",1
"20365","Stat3","Pim1",1
"20366","Dnmt1","Alb",1
"20367","Dnmt1","Runx3",1
"20368","Nr4a2","Mmp13",1
"20369","Nr4a2","Timp2",1
"20370","Nfe2l2","Bcl2",1
"20371","Tfcp2","Hspb1",1
"20372","Hmga1","Cdh1",-1
"20373","Hmga1","Twist1",1
"20374","Zbtb33","Ccnd1",-1
"20375","Klf6","Lcor",1
"20376","Tp53","Oma1",1
"20377","Tp53","Uchl1",1
"20378","Gli2","Sox8",1
"20379","Sp1","Agtrap",1
"20380","Klf4","Agtr1a",1
"20381","Hnf4a","Abca1",1
"20382","Hnf4a","Apoa1",1
"20383","Ar","Ptpn1",1
"20384","Ncoa3","Pias1",1
"20385","Esr1","Pias1",1
"20386","Irf4","Fkbp4",1
"20387","Tcf12","Fgfr1",1
"20388","Tcf12","Me3",1
"20389","Tcf12","Nprl3",1
"20390","Myc","Vhl",1
"20391","Six1","Cdh1",-1
"20392","Hinfp","Pcsk9",1
"20393","Hinfp","Cd44",1
"20394","Kat7","Pcsk9",1
"20395","Hif1a","Atp13a2",1
"20396","Twist1","Cdkn2a",-1
"20397","Sp1","Mndal",1
"20398","Sp1","Ifi203",1
"20399","Sp1","Pyhin1",1
"20400","Sp1","Ifi205a",1
"20401","Sp1","Ifi208",1
"20402","Sp1","Q504N7",1
"20403","Sp1","Mnda",1
"20404","Sp1","Ifi204",1
"20405","Stat3","Socs2",1
"20406","Stat5a","Socs2",1
"20407","Esr1","Prss23",1
"20408","Spi1","Zap70",1
"20409","Tbpl1","Spi1",1
"20410","Tbpl1","Zap70",1
"20411","Nr2f2","Ctnnb1",1
"20412","Neurod1","Atoh1",-1
"20413","Sox2","Atoh1",1
"20414","Sox18","Mmp7",1
"20415","Tgif1","Sox3",-1
"20416","Cebpb","Cd14",1
"20417","Fos","Fcer1g",1
"20418","Sp1","Tnfsf13",1
"20419","Nr4a2","Thop1",1
"20420","Dnmt1","Adh1",1
"20421","Dnmt1","Hgf",1
"20422","Nkx3-1","Hgf",1
"20423","Egr2","Chd4",1
"20424","Jun","Chd4",1
"20425","Hes1","Gria1",1
"20426","Ascl1","Gria1",1
"20427","Tcf3","Gria1",1
"20428","Hes1","Mapk8",1
"20429","Isl1","Fgf10",1
"20430","Stat2","Oas1a",1
"20431","Egr2","Il2rb",1
"20432","Klf4","Dlk2",1
"20433","Elf3","Prr9",1
"20434","Elf4","Pparg",1
"20435","Barhl2","Avpr2",1
"20436","Sp1","Irf3",1
"20437","Nfe2l2","Psmb5",1
"20438","Egr1","Hes1",1
"20439","Pdx1","Ogt",1
"20440","Foxo3","Skp2",-1
"20441","E2f1","Tlr3",-1
"20442","Nr4a1","Cpt1a",1
"20443","Hr","Mmp1a",1
"20444","Myc","Prmt1",1
"20445","Ezh2","Atoh1",1
"20446","Cic","Rasa1",1
"20447","Nr2e1","Rasa1",1
"20448","Klf11","Fgfr1",1
"20449","Klf11","Hp",1
"20450","Klf11","Krt9",1
"20451","Klf11","Me3",1
"20452","Stat3","Ccl20",1
"20453","Nkx3-1","Selenoh",1
"20454","Hif1a","Vasp",1
"20455","Jun","Pdcd4",1
"20456","Nfat5","Hspa4",1
"20457","Yy1","Pdgfra",-1
"20458","Fos","Pdgfra",-1
"20459","Znf354c","Pdgfra",1
"20460","Fli1","Phlda1",-1
"20461","Hand1","Dbh",1
"20462","Hand1","Th",1
"20463","Cebpd","Dlk1",1
"20464","Cebpg","Ucp1",1
"20465","Tfap2b","Apoe",1
"20466","Cdx2","Mep1a",1
"20467","Hnf1b","Mep1a",1
"20468","Hnf1b","Mep1b",1
"20469","Fosl2","Lep",1
"20470","Sohlh1","Kit",1
"20471","Sohlh2","Kit",1
"20472","Myog","Pax7",1
"20473","Pax7","Myog",1
"20474","Hbp1","Pax7",1
"20475","Ssrp1","Pax7",1
"20476","Myog","Ager",1
"20477","Pax7","Ager",1
"20478","Nr3c1","Brca1",1
"20479","Stat3","Ikbke",1
"20480","Myc","Cxcl13",1
"20481","Myc","Nfatc3",1
"20482","Myc","Tnfsf11",1
"20483","Zbtb7c","Fasn",1
"20484","Sox11","Bdnf",1
"20485","Hbp1","Bcl2",1
"20486","Nfatc2","Myc",1
"20487","Pparg","Hk2",1
"20488","Satb2","Ski",1
"20489","Fam170a","Akt1",1
"20490","Fos","Serpinb2",1
"20491","Fosb","Serpinb2",1
"20492","Jun","Serpinb2",1
"20493","Smarca1","Il10",1
"20494","Arid1a","Il10",1
"20495","Pbrm1","Crebbp",1
"20496","Pbrm1","Il10",1
"20497","Myb","Nprl3",1
"20498","Dmrt1","Hsd3b1",1
"20499","Rara","Klf4",1
"20500","Klf4","Rara",-1
"20501","Ybx1","Klf4",1
"20502","Mlxipl","Pnpla3",1
"20503","Mef2c","Mstn",1
"20504","Mef2c","Mlip",1
"20505","Myc","Cdk8",1
"20506","Cebpd","Bcl2l11",1
"20507","Ddit3","Bcl2l11",1
"20508","Hsf1","Ptgs2",1
"20509","Ar","Notch1",1
"20510","Tfap2a","Plin2",1
"20511","Esr1","Bmpr2",1
"20512","Fosb","Oga",1
"20513","Fos","Cdk5",1
"20514","Foxo3","Ros1",1
"20515","E2f1","Nusap1",1
"20516","Rora","Sema3f",1
"20517","Hif1a","Pecam1",1
"20518","Rara","Abcg1",1
"20519","Litaf","Mcat",1
"20520","Stat3","Hk2",1
"20521","Ets2","Syk",1
"20522","Jun","Syk",1
"20523","Ctcf","Lta",1
"20524","Ctcf","Tnf",1
"20525","Ctcf","Ltb",1
"20526","Kat5","Ppp2r5c",1
"20527","Kat5","Rho",1
"20528","Kat7","Ppp2r5c",1
"20529","Kat7","Rho",1
"20530","Arx","Ackr3",1
"20531","Arx","Igf1",1
"20532","Arx","Lgi1",1
"20533","Arx","Phlda1",1
"20534","Arx","Plpp1",1
"20535","Arx","Rasgef1b",-1
"20536","Arx","Slc12a5",1
"20537","Arx","Slit2",-1
"20538","Arx","Tgfb3",1
"20539","Ebf3","Ackr3",1
"20540","Ebf3","Igf1",1
"20541","Ebf3","Lgi1",1
"20542","Ebf3","Plpp1",1
"20543","Ebf3","Slc12a5",1
"20544","Ebf3","Slit2",1
"20545","Egr1","Ackr3",1
"20546","Egr1","Lmo1",1
"20547","Egr1","Plpp1",1
"20548","Egr1","Slc12a5",1
"20549","Egr1","Slit2",1
"20550","Ets2","Ackr3",1
"20551","Ets2","Igf1",1
"20552","Ets2","Lgi1",1
"20553","Ets2","Lmo1",1
"20554","Ets2","Plpp1",1
"20555","Ets2","Slit2",1
"20556","Hnf4a","Mttp",1
"20557","Ets1","Fn1",1
"20558","Lef1","Ctnnal1",1
"20559","Tfap2a","Ctnnal1",1
"20560","Nr5a2","Greb1",1
"20561","Rarg","Tgm4",1
"20562","Mtf1","Dnmt1",1
"20563","Nr0b2","Mtf1",1
"20564","Nr4a2","Pitx3",1
"20565","Atf4","Sirt1",1
"20566","Tp63","Znf750",1
"20567","Tp53","Nlrp10",1
"20568","Ncoa3","Hmox1",1
"20569","Kdm5b","Cdkn1a",1
"20570","Myc","Elavl1",1
"20571","Zbtb20","Fbp1",-1
"20572","Kat7","Drd2",1
"20573","Klf11","Drd2",1
"20574","Klf11","Grin1",1
"20575","Esr1","Hadhb",1
"20576","Nanog","Fgf4",1
"20577","Zfp42","Fgf4",1
"20578","Znf143","Fgf4",1
"20579","Nanog","Tob1",-1
"20580","Spdef","Stmn1",1
"20581","Id2","Gfap",1
"20582","Id2","Tubb3",1
"20583","Id4","Gfap",1
"20584","Id4","Tubb3",1
"20585","Thra","Ilf3",1
"20586","Esr1","Tex11",1
"20587","Esr2","Tex11",1
"20588","Creb1","Nags",1
"20589","Hnf1a","Nags",1
"20590","Sp1","Nags",1
"20591","Pax6","Dkk3",-1
"20592","Pax6","Sphk1",1
"20593","Foxo1","Vegfa",1
"20594","Znf804a","Drd2",1
"20595","Sall4","Kit",1
"20596","Nfe2l2","Erbb2",1
"20597","Rela","Mapk1",1
"20598","Crebzf","Ins2",1
"20599","E2f1","Hmga1",1
"20600","Gata1","Plcg1",1
"20601","Gata2","Plcg1",1
"20602","E2f3","Rad18",1
"20603","Zkscan7","Ptch1",1
"20604","Irf6","Fgf23",1
"20605","Pou1f1","Fgf23",1
"20606","Vdr","Fgf23",1
"20607","Snai1","Reln",1
"20608","Myb","Myadm",1
"20609","Nr2c2","Gadd45a",1
"20610","Tfcp2","Tfcp2",1
"20611","Sp7","Alpl",1
"20612","Lmx1b","Gad1",1
"20613","Lmx1b","Slc17a6",1
"20614","Creb1","Htt",1
"20615","Rest","Htt",-1
"20616","Yy1","Htt",1
"20617","Meis3","Meis3",-1
"20618","Meis3","Tshz1",1
"20619","Tshz1","Meis3",-1
"20620","Tshz1","Tshz1",1
"20621","Hif1a","Cybb",1
"20622","Hif1a","Uts2",1
"20623","Foxo1","Scn5a",1
"20624","Mitf","Nox4",1
"20625","Mbd2","Kdm8",1
"20626","Epas1","Ep300",1
"20627","Eomes","Inhba",1
"20628","Pax6","Pkd1",1
"20629","Pax6","Slc2a2",1
"20630","Pdx1","Pkd1",1
"20631","Epas1","Kcnj11",1
"20632","Gfi1","Entpd1",-1
"20633","Gfi1","Nt5e",-1
"20634","Stat3","Entpd1",1
"20635","Stat3","Nt5e",1
"20636","Zhx2","Ccna2",-1
"20637","Zhx2","Ccne1",-1
"20638","Lhx8","Scnn1a",1
"20639","Runx1","Pcgf1",1
"20640","Sp1","Stk11",1
"20641","Otx2","Gnrhr",1
"20642","Rfx2","Fgf1",1
"20643","Rfx3","Fgf1",1
"20644","Nr1h3","Fbp2",1
"20645","Lmx1b","Wnt7a",1
"20646","Mitf","Vegfa",1
"20647","Tfe3","Vegfa",1
"20648","Nr3c1","Runx2",-1
"20649","Runx2","Cdkn1b",1
"20650","Ctcf","Cftr",1
"20651","Mef2a","Myh7b",1
"20652","Irf1","Ido1",1
"20653","Ezh2","Igf1",1
"20654","Dnmt3a","Myog",1
"20655","Ezh2","Myog",1
"20656","Myog","Igf1",1
"20657","Hsf1","Trpv1",1
"20658","Tbx21","Il10",-1
"20659","Nfatc2","Il9",1
"20660","Rela","Il9",1
"20661","Nr0b1","Prkn",1
"20662","Nr5a1","Rnf31",1
"20663","Esr1","Mapk1",1
"20664","Esr1","Prkcd",1
"20665","Fos","Gper1",1
"20666","Esr1","Skp2",1
"20667","Lef1","H2ax",1
"20668","Egr1","Bcar1",1
"20669","Egr1","Rbl2",1
"20670","Elk1","Zfp36",1
"20671","Gata4","Fshr",1
"20672","Ncoa1","Oxt",1
"20673","Srf","Igf1",1
"20674","Pparg","Elovl3",1
"20675","Jun","Prdm1",1
"20676","Myb","Ctsd",1
"20677","Myb","Mmp1a",1
"20678","Atf2","Tle1",1
"20679","Spi1","Tle1",1
"20680","Hr","Dlx3",1
"20681","Gata1","Cbfa2t3",1
"20682","Runx1","Cbfa2t2",1
"20683","Tp53","Ap3b1",1
"20684","Nfatc3","Atf3",1
"20685","Nfatc3","Rhd",1
"20686","Pou5f1","Cga",-1
"20687","Gata3","Chst4",1
"20688","Sp1","Chst4",1
"20689","Tbx21","Chst4",1
"20690","Sp1","Tbx21",1
"20691","Tbx21","Sp1",1
"20692","Tbx21","Spi1",1
"20693","Kat7","Spi1",1
"20694","Zbtb7a","Cdk2",1
"20695","Aire","Ica1",-1
"20696","Ascl1","Cga",1
"20697","Ascl1","Avpr2",1
"20698","Klf4","Il1b",1
"20699","Uncx","Egln3",1
"20700","Epas1","Egln1",1
"20701","Gata2","Asah2",1
"20702","Msx1","Dkk1",-1
"20703","Sp1","Pparg",1
"20704","Pparg","Sp1",1
"20705","Ar","Tacc2",1
"20706","Foxn1","Esr1",1
"20707","Esr1","Krt9",1
"20708","Hey1","Nfatc1",1
"20709","Rbpj","Nfatc1",1
"20710","Pgr","Fam110c",1
"20711","Lrrfip1","Pth",1
"20712","Foxm1","Hells",1
"20713","Sp3","Irf3",1
"20714","Nrf1","Irf3",1
"20715","Sox11","Wnt4",1
"20716","Pitx2","Tbx20",1
"20717","Hr","Camp",1
"20718","Atf3","Apob",1
"20719","Atf3","Sort1",-1
"20720","Ppard","Mafa",1
"20721","Tp53","Mark1",1
"20722","Tp53","Me3",1
"20723","Hif1a","Xpa",1
"20724","Yy1","Il1b",1
"20725","Hif1a","Lpin1",1
"20726","Pparg","Cdh1",1
"20727","Pparg","Syk",1
"20728","Spi1","Hgf",1
"20729","Spi1","Mmp9",1
"20730","Spi1","Syk",1
"20731","Atf3","Ch25h",1
"20732","Mecom","Pparg",1
"20733","Hif1a","Rapgef3",1
"20734","Scx","Smn1",1
"20735","Atf3","Cebpa",-1
"20736","Atf3","Ebp",1
"20737","Hif1a","Arc",1
"20738","Pou5f1","Cdkn1a",-1
"20739","Rora","Cs",1
"20740","Ascl1","Acta2",1
"20741","Ascl1","Actg2",1
"20742","Ascl1","Tgfb1",1
"20743","Ascl1","Timp1",1
"20744","Ascl1","Ptpn6",1
"20745","Tfcp2","Ascl1",1
"20746","Esr1","Slc1a2",1
"20747","Esr2","Slc1a2",1
"20748","Nrf1","Nr3c1",1
"20749","Sox7","Cdh5",1
"20750","Srebf1","Cd5l",1
"20751","Pax7","Notch1",1
"20752","Nanog","Ptk2",1
"20753","Runx2","Nr2f2",-1
"20754","Nr2f2","Bmp2",1
"20755","Nr2f2","Bglap",-1
"20756","Nr2f2","Bglap3",-1
"20757","Nr2f2","Bglap2",-1
"20758","E2f1","Casp3",1
"20759","Patz1","Bcl6",-1
"20760","Ctcf","Hmox1",1
"20761","Emx2","Sox2",-1
"20762","Pitx2","Igf1r",1
"20763","Mef2a","Camk4",1
"20764","Smad7","Apc",1
"20765","Gli2","Mitf",-1
"20766","Snai2","Jup",-1
"20767","Rela","Mcl1",1
"20768","Cebpb","Egfr",1
"20769","Cebpg","Egfr",1
"20770","Ssrp1","Tp53",1
"20771","Rara","Hk3",1
"20772","Smad3","Il9",1
"20773","Hif1a","S100a9",1
"20774","Hif1a","S100a8",1
"20775","Creb1","Mmp13",1
"20776","Ezh2","Pebp1",-1
"20777","Nr4a3","Ins2",1
"20778","Atf4","Tnc",1
"20779","Dnmt1","Ereg",1
"20780","Dnmt3b","Ereg",1
"20781","Tp73","Rbm38",1
